"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"0249409";"AJC";"0001479";;"21501-612";"O";"Piracetam EG compr. pellic. 60x 800mg";;"00004";;60;"x";;;;;0.0000;;;;"R";;15.4700;;;;;"compr. pellic.";25.7800;15.4700;15.4700;"25767";"piracétam oral 800 mg";false;false;;false;false;false;true;false
"3395761";"LABFE";"0021337";;"21626-1263";"O";"Pneumovax 23 sol. inj. i.m./s.c. [ser. préremplie] 1x0,5ml";;"00331";;1;"x";0.5000;"ml";;;0.0000;;;;"R";;33.6600;;;;;"sol. inj. i.m./s.c. [ser. préremplie]";6732.0000;33.6600;33.6600;"34652";"pneumocoques, 23 types injection [NOVOS: biologique]";false;false;;false;false;false;true;false
"3678190";"CEHA";"0017889";;"38521-1321";"C";"Plenvu sol. (pdr, sachet) 1x3 (1x+1x+1x)";;"00217";;1;"x";3.0000;"x";;;0.0000;;;"1+1+1";;;22.4900;;"1ère prise: I; 2ème prise: II + III; voir RCP 4.2";;;"sol. (pdr, sachet)";749.6700;22.4900;22.4900;"38729";"macrogol 3.350 oral 100 g + sels (I) + macrogol 3.350 oral 40 g + sels (II) + ascorbate acide ascorbique oral 48,11 g + 7,54 g (II) [NOVOS: 3+]";false;false;;false;false;false;true;false
"4197539";"QCBCCA";"0015933";;"30882-1925";"O";"Pollival sol. spray nas. 10ml 1mg/1ml";;"00099";;1;"x";10.0000;"ml";;;0.0000;;;;;;10.5900;;;2 x p.j. 1 dose dans chaque narine;;"sol. spray nas.";105.9000;10.5900;10.5900;"2758";"azélastine nasal 1 mg / 1 ml";false;false;;false;false;false;true;false
"4183422";"MBAA";"0013201";;"43448-2659";"O";"Poteligeo 4 mg/1 ml sol. perf. à diluer i.v. [flac.] 1x 20mg/5ml";;"00008";;1;"x";;;;;0.0000;;;;;;0.0000;"H";"médicament orphelin";;;"sol. perf. à diluer i.v. [flac.]";0.0000;0.0000;0.0000;"44453";"mogamulizumab perfusion 20 mg / 5 ml [NOVOS: biologique]";true;false;;false;false;false;true;false
"4148888";"KBCE";"0010504";"G";"43240-1636";"O";"Posaconazol Sandoz compr. gastro-résist. 24x 100mg";;"00059";;24;"x";;;;;0.0000;;;;"R";"a4 b4";340.0500;;;;;"compr. gastro-résist.";50.4200;12.1000;8.0000;"33498";"posaconazole oral 100 mg";false;true;;true;false;false;true;false
"2327302";"FBDA";"0005546";;"21709-760";"O";"Postinor compr. 1x 1,5mg";;"00007";;1;"x";;;;;0.0000;;;;;"aJ";9.0000;;;;;"compr.";0.0000;0.0000;0.0000;"19216";"lévonorgestrel oral 1,5 mg";false;false;;false;false;false;true;false
"3195328";"JFBC";"0008573";"G";"21741-1636";"O";"Pramipexol Sandoz compr. lib. prol. Retard 100x 3,15mg";;"00022";;100;"x";;;;;0.0000;;;;"R";"b4";257.4600;;;;;"compr. lib. prol. Retard";15.0000;15.0000;9.9000;"26237";"pramipexole oral (libér. modifiée) 3,15 mg";false;true;;true;false;false;true;false
"4197513";"PBCA";"0028415";;"30882-1925";"O";"Pollival collyre sol. [pompe, sans cons.] 10ml 0,5mg/1ml";;"00805";;1;"x";10.0000;"ml";;;0.0000;;;;;;12.9900;;;;;"collyre sol. [pompe, sans cons.]";129.9000;12.9900;12.9900;"36921";"azélastine collyre ophtalmique (sans cons.) 0,5 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"2997328";"PHA";"0015552";;"21717-273";"O";"Povidone Iodine Minims collyre sol. (unidose) [sans cons.] 20x0,5ml 50mg/1ml";;"00157";;20;"x";0.5000;"ml";;;0.0000;;;;"R";;27.7200;;;;;"collyre sol. (unidose) [sans cons.]";277.2000;27.7200;27.7200;"26088";"povidone iodée collyre ophtalmique (sans cons.) 50 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"4426821";"JFBC";"0008573";"G";"44560-612";"O";"Pramipexol EG compr. lib. prol. 100x 0,26mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";31.1900;;;;;"compr. lib. prol.";8.0800;8.0800;4.8000;"26187";"pramipexole oral (libér. modifiée) 0,26 mg";false;true;;true;false;false;true;false
"4391751";"JFBC";"0008573";"G";"44560-612";"O";"Pramipexol EG compr. lib. prol. 100x 0,52mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";54.8400;;;;;"compr. lib. prol.";13.6500;13.6500;8.1100;"45443";"pramipexole oral (libér. modifiée) 0,52 mg";false;true;;true;false;false;true;false
"2789519";"JFBC";"0008573";"G";"21766-1289";"O";"Pramipexole Viatris compr. (séc.) 30x 0,18mg";;"00019";;30;"x";;;;;0.0000;;;;"R";"b4";12.5800;;;;;"compr. (séc.)";8.1300;2.4400;1.4600;"26179";"pramipexole oral 0,18 mg";false;true;;true;false;false;true;false
"4391777";"JFBC";"0008573";"G";"44560-612";"O";"Pramipexol EG compr. lib. prol. 100x 1,57mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";133.5100;;;;;"compr. lib. prol.";15.0000;15.0000;9.9000;"45450";"pramipexole oral (libér. modifiée) 1,57 mg";false;true;;true;false;false;true;false
"4391785";"JFBC";"0008573";"G";"44560-612";"O";"Pramipexol EG compr. lib. prol. 100x 2,1mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";175.1200;;;;;"compr. lib. prol.";15.0000;15.0000;9.9000;"26229";"pramipexole oral (libér. modifiée) 2,1 mg";false;true;;true;false;false;true;false
"4486098";"JFBC";"0008573";"G";"44560-612";"O";"Pramipexol EG compr. lib. prol. 100x 2,62mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";215.8700;;;;;"compr. lib. prol.";15.0000;15.0000;9.9000;"45518";"pramipexole oral (libér. modifiée) 2,62 mg";false;true;;true;false;false;true;false
"4391793";"JFBC";"0008573";"G";"44560-612";"O";"Pramipexol EG compr. lib. prol. 100x 3,15mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";257.4600;;;;;"compr. lib. prol.";15.0000;15.0000;9.9000;"26237";"pramipexole oral (libér. modifiée) 3,15 mg";false;true;;true;false;false;true;false
"4391744";"JFBC";"0008573";"G";"44560-612";"O";"Pramipexol EG compr. lib. prol. 30x 0,26mg";;"00056";;30;"x";;;;;0.0000;;;;"R";"b4";15.4900;;;;;"compr. lib. prol.";11.4000;3.4200;2.0500;"26187";"pramipexole oral (libér. modifiée) 0,26 mg";false;true;;true;false;false;true;false
"2789501";"JFBC";"0008573";"G";"21766-1289";"O";"Pramipexole Viatris compr. (séc.) 100x 0,18mg";;"00019";;100;"x";;;;;0.0000;;;;"R";"b4";22.6200;;;;;"compr. (séc.)";5.8300;5.8300;3.5000;"26179";"pramipexole oral 0,18 mg";false;true;;true;false;false;true;false
"3195302";"JFBC";"0008573";"G";"21741-1636";"O";"Pramipexol Sandoz compr. lib. prol. Retard 100x 1,05mg";;"00022";;100;"x";;;;;0.0000;;;;"R";"b4";92.7700;;;;;"compr. lib. prol. Retard";15.0000;15.0000;9.9000;"26203";"pramipexole oral (libér. modifiée) 1,05 mg";false;true;;true;false;false;true;false
"3195286";"JFBC";"0008573";"G";"21741-1636";"O";"Pramipexol Sandoz compr. lib. prol. Retard 30x 0,26mg";;"00022";;30;"x";;;;;0.0000;;;;"R";"b4";15.4900;;;;;"compr. lib. prol. Retard";11.4000;3.4200;2.0500;"26187";"pramipexole oral (libér. modifiée) 0,26 mg";false;true;;true;false;false;true;false
"3303872";"JFBC";"0008573";"G";"32086-1818";"O";"Pramipexol Teva compr. lib. prol. 100x 1,05mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";92.7700;;;;;"compr. lib. prol.";15.0000;15.0000;9.9000;"26203";"pramipexole oral (libér. modifiée) 1,05 mg";false;true;;true;false;false;true;false
"3303880";"JFBC";"0008573";"G";"32086-1818";"O";"Pramipexol Teva compr. lib. prol. 100x 2,1mg";;"00056";;100;"x";;;;;0.0000;;;;"R";"b4";175.1200;;;;;"compr. lib. prol.";15.0000;15.0000;9.9000;"26229";"pramipexole oral (libér. modifiée) 2,1 mg";false;true;;true;false;false;true;false
"3303864";"JFBC";"0008573";"G";"32086-1818";"O";"Pramipexol Teva compr. lib. prol. 30x 0,26mg";;"00056";;30;"x";;;;;0.0000;;;;"R";"b4";15.4900;;;;;"compr. lib. prol.";11.4000;3.4200;2.0500;"26187";"pramipexole oral (libér. modifiée) 0,26 mg";false;true;;true;false;false;true;false
"1641257";"ALAB";"0001578";"G";"21774-1651";"O";"Prareduct compr. (séc.) 28x 20mg";;"00019";;28;"x";;;;;0.0000;;;;"R";"a4 b";8.8300;;;;;"compr. (séc.)";4.1800;1.1700;0.7000;"26278";"pravastatine oral 20 mg";false;true;;true;false;false;true;false
"1641190";"ALAB";"0001578";"G";"21774-1651";"O";"Prareduct compr. (séc.) 28x 40mg";;"00019";;28;"x";;;;;0.0000;;;;"R";"a4 b";17.7000;;;;;"compr. (séc.)";14.8900;4.1700;2.5000;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"1641208";"ALAB";"0001578";"G";"21774-1651";"O";"Prareduct compr. (séc.) 98x 40mg";;"00019";;98;"x";;;;;0.0000;;;;"R";"a4 b";31.6600;;;;;"compr. (séc.)";8.3600;8.1900;4.8700;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"4169363";"ALAB";"0001578";"G";"42507-1743";"O";"Pravasor compr. enr. (séc.) 98x 40mg";;"00192";;98;"x";;;;;0.0000;;;;"R";"a4 b";30.5200;;;;;"compr. enr. (séc.)";8.0800;7.9200;4.7100;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"2199321";"ALAB";"0001578";"G";"37630-612";"O";"Pravastatine EG compr. pellic. (séc.) 98x 20mg";;"00043";;98;"x";;;;;0.0000;;;;"R";"a4 b";19.0000;;;;;"compr. pellic. (séc.)";4.7000;4.6100;2.7600;"26278";"pravastatine oral 20 mg";false;true;;true;false;false;true;false
"2199313";"ALAB";"0001578";"G";"37630-612";"O";"Pravastatine EG compr. pellic. (séc.) 98x 40mg";;"00043";;98;"x";;;;;0.0000;;;;"R";"a4 b";31.6600;;;;;"compr. pellic. (séc.)";8.3600;8.1900;4.8700;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"2440568";"ALAB";"0001578";"G";"21824-1289";"O";"Pravastatine Viatris compr. pellic. (séc.) 98x 20mg";;"00043";;98;"x";;;;;0.0000;;;;"R";"a4 b";19.0000;;;;;"compr. pellic. (séc.)";4.7000;4.6100;2.7600;"26278";"pravastatine oral 20 mg";false;true;;true;false;false;true;false
"2440543";"ALAB";"0001578";"G";"21824-1289";"O";"Pravastatine Viatris compr. pellic. (séc.) 98x 40mg";;"00043";;98;"x";;;;;0.0000;;;;"R";"a4 b";31.6600;;;;;"compr. pellic. (séc.)";8.3600;8.1900;4.8700;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"2440550";"ALAB";"0001578";"G";"21824-1289";"O";"Pravastatine Viatris compr. pellic. (séc.) 28x 40mg";;"00043";;28;"x";;;;;0.0000;;;;"R";"a4 b";17.3300;;;;;"compr. pellic. (séc.)";14.4300;4.0400;2.4300;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"2202323";"ALAB";"0001578";"G";"21832-1636";"O";"Pravastatine Sandoz compr. (séc.) 28x 20mg";;"00019";;28;"x";;;;;0.0000;;;;"R";"a4 b";8.8300;;;;;"compr. (séc.)";4.1800;1.1700;0.7000;"26278";"pravastatine oral 20 mg";false;true;;true;false;false;true;false
"2202349";"ALAB";"0001578";"G";"21832-1636";"O";"Pravastatine Sandoz compr. (séc.) 28x 40mg";;"00019";;28;"x";;;;;0.0000;;;;"R";"a4 b";17.5900;;;;;"compr. (séc.)";14.7500;4.1300;2.4800;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"2202331";"ALAB";"0001578";"G";"21832-1636";"O";"Pravastatine Sandoz compr. (séc.) 98x 20mg";;"00019";;98;"x";;;;;0.0000;;;;"R";"a4 b";19.0000;;;;;"compr. (séc.)";4.7000;4.6100;2.7600;"26278";"pravastatine oral 20 mg";false;true;;true;false;false;true;false
"2202356";"ALAB";"0001578";"G";"21832-1636";"O";"Pravastatine Sandoz compr. (séc.) 98x 40mg";;"00019";;98;"x";;;;;0.0000;;;;"R";"a4 b";31.6600;;;;;"compr. (séc.)";8.3600;8.1900;4.8700;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"2234904";"ALAB";"0001578";"G";"21840-1818";"O";"Pravastatine Teva compr. (séc.) 98x 20mg";;"00019";;98;"x";;;;;0.0000;;;;"R";"a4 b";17.7400;;;;;"compr. (séc.)";4.2800;4.1900;2.5100;"26278";"pravastatine oral 20 mg";false;true;;true;false;false;true;false
"2234920";"ALAB";"0001578";"G";"21840-1818";"O";"Pravastatine Teva compr. (séc.) 98x 40mg";;"00019";;98;"x";;;;;0.0000;;;;"R";"a4 b";30.5200;;;;;"compr. (séc.)";8.0800;7.9200;4.7100;"26302";"pravastatine oral 40 mg";false;true;;true;false;false;true;false
"3381555";"TAADA";"0025296";;"32540-372";"O";"Praxbind sol. inj./perf. i.v. [flac.] 2x 2,5g/50ml";;"00113";;2;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. inj./perf. i.v. [flac.]";0.0000;0.0000;0.0000;"35691";"idarucizumab injection/perfusion 2,5 g / 50 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
"2620813";"JAAS";"0007674";;"21865-612";"O";"Prazepam EG gtts sol. 20ml 15mg/1ml";;"00025";;1;"x";20.0000;"ml";;;0.0000;;;;"R";;9.4600;;"1 ml = 15 gouttes = 15 mg";;;"gtts sol.";47.3000;9.4600;9.4600;"26328";"prazépam oral 15 mg / 1 ml";false;false;;false;false;false;true;false
"2620797";"JAAS";"0007674";;"21865-612";"O";"Prazepam EG compr. (séc.) 20x 10mg";;"00019";;20;"x";;;;;0.0000;;;;"R";;4.1400;;;;;"compr. (séc.)";20.7000;4.1400;4.1400;"26310";"prazépam oral 10 mg";false;false;;false;false;false;true;false
"3022183";"JAAS";"0007674";;"21865-612";"O";"Prazepam EG compr. (séc.) 60x 10mg";;"00019";;60;"x";;;;;0.0000;;;;"R";;10.7400;;;;;"compr. (séc.)";17.9000;10.7400;10.7400;"26310";"prazépam oral 10 mg";false;false;;false;false;false;true;false
"3022191";"JAAS";"0007674";;"21865-612";"O";"Prazepam EG compr. (séc.) 60x 20mg";;"00019";;60;"x";;;;;0.0000;;;;"R";;16.9200;;;;;"compr. (séc.)";28.2000;16.9200;16.9200;"26336";"prazépam oral 20 mg";false;false;;false;false;false;true;false
"0664219";"PBAA";"0015149";"B";"31765-59";"O";"Pred Forte collyre susp. 5ml 10mg/1ml";;"00160";;1;"x";5.0000;"ml";;;0.0000;;;;"R";"b";8.4600;;"contient: benzalkonium chlorure";;;"collyre susp.";21.0000;1.0500;0.6300;"26377";"prednisolone collyre ophtalmique 10 mg / 1 ml [no switch: local]";false;false;;true;false;false;true;false
"3142320";"AEI";"0000695";"G";"22228-612";"O";"Propranolol EG gél. lib. prol. Retard 60x 160mg";;"00468";;60;"x";;;;;0.0000;;;;"R";"b";13.1400;;;;;"gél. lib. prol. Retard";4.3800;2.6300;1.5800;"26708";"propranolol oral (libér. modifiée) 160 mg";false;true;;true;false;false;true;false
"3360401";"JGBCA";"0020289";"G";"32466-1818";"O";"Pregabaline Teva gél. 200x 150mg";;"00012";;200;"x";;;;;0.0000;;;;"R";"a4 b";64.8200;;;;;"gél.";7.5000;15.0000;9.5000;"26427";"prégabaline oral 150 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"3360393";"JGBCA";"0020289";"G";"32466-1818";"O";"Pregabaline Teva gél. 56x 150mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"a4 b";18.5800;;;;;"gél.";7.9600;4.4600;2.6800;"26427";"prégabaline oral 150 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"3315454";"JGBCA";"0020289";"G";"31914-2303";"O";"Pregabaline Krka gél. 56x 300mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"a4 b";34.7700;;;;;"gél.";15.9300;8.9200;5.3000;"26435";"prégabaline oral 300 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"3360443";"JGBCA";"0020289";"G";"32466-1818";"O";"Pregabaline Teva gél. 200x 300mg";;"00012";;200;"x";;;;;0.0000;;;;"R";"a4 b";93.2400;;;;;"gél.";7.5000;15.0000;9.9000;"26435";"prégabaline oral 300 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"3460953";"JGBCA";"0020289";"G";"31914-2303";"O";"Pregabaline Krka gél. 100x 75mg";;"00012";;100;"x";;;;;0.0000;;;;"R";"a4 b";30.8900;;;;;"gél.";8.0100;8.0100;4.7600;"26443";"prégabaline oral 75 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"3315439";"JGBCA";"0020289";"G";"31914-2303";"O";"Pregabaline Krka gél. 56x 75mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"a4 b";14.1100;;;;;"gél.";5.2900;2.9600;1.7700;"26443";"prégabaline oral 75 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"3457744";"JGBCA";"0020289";"G";"32466-1818";"O";"Pregabaline Teva gél. 200x 75mg";;"00012";;200;"x";;;;;0.0000;;;;"R";"a4 b";40.0900;;;;;"gél.";5.0900;10.1700;6.0500;"26443";"prégabaline oral 75 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"3360385";"JGBCA";"0020289";"G";"32466-1818";"O";"Pregabaline Teva gél. 56x 75mg";;"00012";;56;"x";;;;;0.0000;;;;"R";"a4 b";15.0400;;;;;"gél.";5.8400;3.2700;1.9600;"26443";"prégabaline oral 75 mg [no switch: antiépileptique]";false;true;;true;false;false;true;false
"2877314";"AADD";"0000141";"G";"21931-1701";"U";"Preterax 10/2,5 compr. pellic. 30x";;"00004";;30;"x";;;;;0.0000;;;;"R";"b";19.2500;;;;;"compr. pellic.";15.6300;4.6900;2.8200;"25486";"périndopril + indapamide oral éq. 8 mg  + 2,5 mg";false;true;;true;false;false;true;false
"3030145";"GDA";"0006387";;"21972-1172";"O";"Priligy compr. pellic. 3x 60mg";;"00004";;3;"x";;;;;0.0000;;;;"R";;31.9100;;;;;"compr. pellic.";1063.6700;31.9100;31.9100;"8169";"dapoxétine oral 60 mg";false;false;;false;false;false;true;false
"3030137";"GDA";"0006387";;"21972-1172";"O";"Priligy compr. pellic. 6x 30mg";;"00004";;6;"x";;;;;0.0000;;;;"R";;43.5900;;;;;"compr. pellic.";726.5000;43.5900;43.5900;"8151";"dapoxétine oral 30 mg";false;false;;false;false;false;true;false
"3030152";"GDA";"0006387";;"21972-1172";"O";"Priligy compr. pellic. 6x 60mg";;"00004";;6;"x";;;;;0.0000;;;;"R";;53.6000;;;;;"compr. pellic.";893.3300;53.6000;53.6000;"8169";"dapoxétine oral 60 mg";false;false;;false;false;false;true;false
"2776706";"SBAA";"0016303";;"21998-299";"O";"Primovist 0,25 mmol/1 ml sol. inj. i.v. [ser. préremplie] 1x 2,5mmol/10ml";;"00117";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. inj. i.v. [ser. préremplie]";0.0000;0.0000;0.0000;"14191";"gadoxétate injection 0,25 mmol / 1 ml";false;false;;false;false;false;true;false
"0126342";"CDAD";"0002865";"B";"22004-2097";"O";"Primperan sol. inj. i.m./i.v. [amp.] 6x 10mg/2ml";;"00018";;6;"x";;;;;0.0000;;;;"R";"b";6.7500;;;;;"sol. inj. i.m./i.v. [amp.]";6.3300;0.3800;0.2300;"21287";"métoclopramide injection 10 mg / 2 ml";false;false;;true;false;false;true;false
"0676395";"CDAD";"0002865";"G";"22004-2097";"O";"Primperan sirop sol. 200ml 5mg/5ml";;"00096";;1;"x";200.0000;"ml";;;0.0000;;;;"R";"b4";6.8600;;;;;"sirop sol.";0.2100;0.4200;0.2500;"21303";"métoclopramide oral 5 mg / 5 ml";false;true;;true;false;false;true;false
"4314373";"ALAD";"0001594";"G";"44479-2485";"O";"Simvastatin AB compr. pellic. 100x 40mg";;"00004";;100;"x";;;;;0.0000;;;;"R";"a4 b";19.8100;;;;;"compr. pellic.";4.8800;4.8800;2.9300;"28761";"simvastatine oral 40 mg";false;true;;true;false;false;true;false
"1358167";"LACAA";"0018358";"B";"22020-828";"U";"Priorix sol. inj. (pdr+solv.) i.m./s.c. [flac.+ser. préremplie] 1dos.";;"00127";;1;"x";1.0000;"dos.";;"s";0.5000;"ml";;;"R";"b";23.2700;;"contient: néomycine";;;"sol. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]";607.0000;6.0700;3.6400;"3962";"virus de la rougeole + virus des oreillons + virus de la rubéole injection [NOVOS: biologique]";false;false;;false;false;false;true;false
"0665620";"RBC";"0016147";;"22053-1784";"O";"Procaine HCl Sterop 1 % sol. inj. i.m./s.c. [amp.] 10x 100mg/10ml";;"00114";;10;"x";;;;;0.0000;;;;"R";;11.6700;;;;;"sol. inj. i.m./s.c. [amp.]";116.7000;11.6700;11.6700;"26484";"procaïne injection 10 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"0299222";"RBC";"0016147";;"22053-1784";"O";"Procaine HCl Sterop 1 % sol. inj. i.m./s.c. [amp.] 10x 20mg/2ml";;"00114";;10;"x";;;;;0.0000;;;;"R";;11.4600;;;;;"sol. inj. i.m./s.c. [amp.]";114.6000;11.4600;11.4600;"26484";"procaïne injection 10 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"0299230";"RBC";"0016147";;"22053-1784";"O";"Procaine HCl Sterop 1 % sol. inj. i.m./s.c. [amp.] 10x 50mg/5ml";;"00114";;10;"x";;;;;0.0000;;;;"R";;11.3400;;;;;"sol. inj. i.m./s.c. [amp.]";113.4000;11.3400;11.3400;"26484";"procaïne injection 10 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"0665463";"RBC";"0016147";;"22053-1784";"O";"Procaine HCl Sterop 2 % sol. inj. i.m./s.c. [amp.] 10x 100mg/5ml";;"00114";;10;"x";;;;;0.0000;;;;"R";;13.2600;;;;;"sol. inj. i.m./s.c. [amp.]";132.6000;13.2600;13.2600;"43125";"procaïne injection 20 mg / 1 ml";false;false;;false;false;false;true;false
"0137240";"RBC";"0016147";;"22053-1784";"O";"Procaine HCl Sterop 2 % sol. inj. i.m./s.c. [amp.] 10x 40mg/2ml";;"00114";;10;"x";;;;;0.0000;;;;"R";;11.0400;;;;;"sol. inj. i.m./s.c. [amp.]";110.4000;11.0400;11.0400;"43125";"procaïne injection 20 mg / 1 ml";false;false;;false;false;false;true;false
"1847680";"RBC";"0016147";;"22053-1784";"O";"Procaine HCl Sterop 4 % sol. inj. i.m./s.c. [amp.] 3x 80mg/2ml";;"00114";;3;"x";;;;;0.0000;;;;"R";;6.7200;;;;;"sol. inj. i.m./s.c. [amp.]";224.0000;6.7200;6.7200;"38810";"procaïne injection 40 mg / 1 ml";false;false;;false;false;false;true;false
"1390335";"AFCA";"0000869";"G";"22095-1743";"O";"Progor gél. lib. prol. 28x 120mg";;"00174";;28;"x";;;;;0.0000;;;;"R";"b";9.1500;;;;;"gél. lib. prol.";4.5700;1.2800;0.7700;"9324";"diltiazem oral (libér. modifiée) 120 mg";false;true;;true;false;false;true;false
"3203254";"FFAA";"0005942";"G";"30924-554";"O";"Progebel caps. molle 45x 200mg";;"00024";;45;"x";;;;;0.0000;;;;"R";"b";14.7900;;;200 à 300 mg p.j. en 1 à 2 prises;;"caps. molle";7.0700;3.1800;1.9100;"26526";"progestérone oral 200 mg";false;true;;true;false;false;true;false
"3203239";"FFAA";"0005942";"G";"30924-554";"O";"Progebel caps. molle 90x 100mg";;"00024";;90;"x";;;;;0.0000;;;;"R";"b";14.7900;;;200 à 300 mg p.j. en 1 à 2 prises;;"caps. molle";3.5300;3.1800;1.9100;"26518";"progestérone oral 100 mg";false;true;;true;false;false;true;false
"3774700";"FFAA";"0005942";"G";"30924-554";"O";"Progebel caps. molle 90x 200mg";;"00024";;90;"x";;;;;0.0000;;;;"R";"b";22.9900;;;200 à 300 mg p.j. en 1 à 2 prises;;"caps. molle";6.6300;5.9700;3.5800;"26526";"progestérone oral 200 mg";false;true;;true;false;false;true;false
"0071803";"FFBA";"0005967";;"22087-315";"O";"Progestogel gel transderm. 80g 10mg/1g";;"00175";;1;"x";80.0000;"g";;;0.0000;;;;"R";;9.1100;;;;;"gel transderm.";11.3900;9.1100;9.1100;"26500";"progestérone gel transdermique 10 mg / 1 g [no switch: local]";false;false;;false;false;false;true;false
"1390319";"AFCA";"0000869";"G";"22095-1743";"O";"Progor gél. lib. prol. 28x 240mg";;"00174";;28;"x";;;;;0.0000;;;;"R";"b";11.8100;;;;;"gél. lib. prol.";7.7900;2.1800;1.3100;"9357";"diltiazem oral (libér. modifiée) 240 mg";false;true;;true;false;false;true;false
"1390327";"AFCA";"0000869";"G";"22095-1743";"O";"Progor gél. lib. prol. 28x 360mg";;"00174";;28;"x";;;;;0.0000;;;;"R";"b";13.2700;;;;;"gél. lib. prol.";9.5400;2.6700;1.6000;"9381";"diltiazem oral (libér. modifiée) 360 mg";false;true;;true;false;false;true;false
"2159291";"AFCA";"0000869";"G";"22095-1743";"O";"Progor gél. lib. prol. 56x 180mg";;"00174";;56;"x";;;;;0.0000;;;;"R";"b";12.3500;;;;;"gél. lib. prol.";4.2100;2.3600;1.4200;"9332";"diltiazem oral (libér. modifiée) 180 mg";false;true;;true;false;false;true;false
"2553030";"AFCA";"0000869";"G";"22095-1743";"O";"Progor gél. lib. prol. 56x 240mg";;"00174";;56;"x";;;;;0.0000;;;;"R";"b";15.6600;;;;;"gél. lib. prol.";6.2100;3.4800;2.0900;"9357";"diltiazem oral (libér. modifiée) 240 mg";false;true;;true;false;false;true;false
"2159309";"AFCA";"0000869";"G";"22095-1743";"O";"Progor gél. lib. prol. 56x 300mg";;"00174";;56;"x";;;;;0.0000;;;;"R";"b";16.9000;;;;;"gél. lib. prol.";6.9600;3.9000;2.3400;"9373";"diltiazem oral (libér. modifiée) 300 mg";false;true;;true;false;false;true;false
"2657633";"LCADBA";"8902579";"G";"22103-240";"O";"Prograft gél. 100x 0,5mg";;"00012";;100;"x";;;;;0.0000;;;;"R";"a";63.4600;;;;;"gél.";0.0000;0.0000;0.0000;"29553";"tacrolimus oral 0,5 mg [no switch: marge TT étroite]";false;true;;true;false;false;true;false
"2657641";"LCADBA";"8902579";"G";"22103-240";"O";"Prograft gél. 100x 1mg";;"00012";;100;"x";;;;;0.0000;;;;"R";"a";100.6000;;;;;"gél.";0.0000;0.0000;0.0000;"29587";"tacrolimus oral 1 mg [no switch: marge TT étroite]";false;true;;true;false;false;true;false
"2657658";"LCADBA";"8902579";"G";"22103-240";"O";"Prograft gél. 100x 5mg";;"00012";;100;"x";;;;;0.0000;;;;"R";"a";437.1700;;;;;"gél.";0.0000;0.0000;0.0000;"29629";"tacrolimus oral 5 mg [no switch: marge TT étroite]";false;true;;true;false;false;true;false
