"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"02454";"durvalumab";"durvalumab";"durvalumab";"[biologisch, biosynthetisch]";;"durvalumab";"[biologique, biosynthétique]";;true;false
"01899";"lipegfilgrastim";"lipegfilgrastim";"filgrastim";"[biologisch, biosynthetisch]";"lipeg";"filgrastim";"[biologique, biosynthétique]";"lipeg";true;false
"02458";"darvadstrocel";"darvadstrocel";"darvadstrocel";"[biologisch, humaan vetweefsel]";;"darvadstrocel";"[biologique, tissu adipeux humain]";;true;false
"02462";"meningokokken type B (recombinante eiwitten)";"méningocoque type B (protéines recombinantes)";"meningokokken type B";"recombinante eiwitten [biologisch, biosynthetisch]";;"méningocoque type B";"protéines recombinantes [biologique, biosynthétique]";;true;false
"02465";"L-lysine";"L-lysine";"L-lysine";;;"L-lysine";;;true;false
"02058";"idarucizumab";"idarucizumab";"idarucizumab";"[biologisch, biosynthetisch]";;"idarucizumab";"[biologique, biosynthétique]";;true;false
"02061";"pembrolizumab";"pembrolizumab";"pembrolizumab";"[biologisch, biosynthetisch]";;"pembrolizumab";"[biologique, biosynthétique]";;true;false
"01925";"pneumokokken, 10 types (geconjugeerd)";"pneumocoques, 10 types (conjugué)";"pneumokokken, 10 types";"geconjugeerd [bacterieel, biologisch]";;"pneumocoques, 10 types";"conjugué [bactérien, biologique]";;true;false
"02010";"vedolizumab";"védolizumab";"vedolizumab";"[biologisch, biosynthetisch]";;"védolizumab";"[biologique, biosynthétique]";;true;false
"00670";"exenatide (microsferen)";"exénatide (microsphères)";"exenatide";"microsferen";;"exénatide";"microsphères";;true;false
"01924";"menotrofine (HMG)";"ménotropine (HMG)";"menotrofine (HMG)";"[biologisch, humane urine]";;"ménotropine (HMG)";"[biologique, urine humaine]";;true;false
"01988";"influenzavirus (geïnactiveerd, tetravalent)";"virus influenza (inactivés, tétravalent)";"influenzavirus";"geïnactiveerd, tetravalent [biologisch, viraal]";;"virus influenza";"inactivés, tétravalent [biologique, viral]";;true;false
"01989";"influenzavirus (levend verzwakt, tetravalent)";"virus influenza (vivants atténués, tétravalent)";"influenzavirus";"levend verzwakt, tetravalent [biologisch, viraal]";;"virus influenza";"vivants atténués, tétravalent [biologique, viral]";;true;false
"02468";"kalium waterstof-2-oxoglutaraat";"potassium hydrogèno-2-oxoglutarate";"kalium";;"waterstof-2-oxoglutaraat";"potassium";;"hydrogèno-2-oxoglutarate";true;false
"02472";"desfesoterodine";"desfésotérodine";"desfesoterodine";;;"desfésotérodine";;;true;false
"02473";"desfesoterodine succinaat";"desfésotérodine succinate";"desfesoterodine";;"succinaat";"desfésotérodine";;"succinate";true;false
"02479";"esketamine hydrochloride";"eskétamine chlorhydrate";"esketamine";;"hydrochloride";"eskétamine";;"chlorhydrate";true;false
"02481";"patisiran natrium";"patisiran sodium";"patisiran";;"natrium";"patisiran";;"sodium";true;false
"02486";"argipressine";"argipressine";"argipressine";;;"argipressine";;;true;false
"00323";"certolizumab pegol";"certolizumab pégol";"certolizumab";"[biologisch, biosynthetisch]";"pegol";"certolizumab";"[biologique, biosynthétique]";"pégol";true;false
"02453";"irinotecan sucrosofaat (in gepegyleerde liposomen)";"irinotécan sucrosofate (en liposomes pégylés)";"irinotecan";"in gepegyleerde liposomen";"sucrosofaat";"irinotécan";"en liposomes pégylés";"sucrosofate";true;false
"02488";"Crataegus monogyna/laevigata (poeder)";"Crataegus monogyna/laevigata (poudre)";"Crataegus monogyna/laevigata";"poeder bloem [plantaardig]";;"Crataegus monogyna/laevigata";"poudre fleur [végétal]";;true;false
"02491";"cariprazine hydrochloride";"cariprazine chlorhydrate";"cariprazine";;"hydrochloride";"cariprazine";;"chlorhydrate";true;false
"02484";"isavuconazol (onder vorm van isavuconazoniumsulfaat)";"isavuconazole (sous forme de sulfate d'isavuconazonium)";"isavuconazol";"onder vorm van isavuconazoniumsulfaat";;"isavuconazole";"sous forme de sulfate d'isavuconazonium";;true;false
"02482";"Lavandula angustifolia (olie)";"Lavandula angustifolia (huile)";"Lavandula angustifolia";"olie [plantaardig]";;"Lavandula angustifolia";"huile [végétal]";;true;false
"00963";"Japanse-encefalitisvirus (geïnactiveerd)";"virus de l'encéphalite japonaise (inactivés)";"Japanse-encefalitisvirus";"geïnactiveerd [biologisch, viraal]";;"virus de l'encéphalite japonaise";"inactivés [biologique, viral]";;true;false
"02451";"abemaciclib";"abémaciclib";"abemaciclib";;;"abémaciclib";;;true;false
"02423";"acetyltyrosine";"acétyltyrosine";"acetyltyrosine";;;"acétyltyrosine";;;true;false
"00025";"aclidinium bromide";"aclidinium bromure";"aclidinium";;"bromide";"aclidinium";;"bromure";true;false
"02348";"alectinib";"alectinib";"alectinib";;;"alectinib";;;true;false
"00057";"alizapride hydrochloride";"alizapride chlorhydrate";"alizapride";;"hydrochloride";"alizapride";;"chlorhydrate";true;false
"00069";"altizide";"altizide";"altizide";;;"altizide";;;true;false
"02469";"aluminiumhydroxyde";"aluminium hydroxyde";"aluminiumhydroxyde";;;"aluminium hydroxyde";;;true;false
"02145";"amsacrine";"amsacrine";"amsacrine";;;"amsacrine";;;true;false
"00126";"artenimol";"arténimol";"artenimol";;;"arténimol";;;true;false
"02380";"atezolizumab";"atézolizumab";"atezolizumab";"[biologisch, biosynthetisch]";;"atézolizumab";"[biologique, biosynthétique]";;true;false
"02408";"avelumab";"avélumab";"avelumab";"[biologisch, biosynthetisch]";;"avélumab";"[biologique, biosynthétique]";;true;false
"02436";"avibactam";"avibactam";"avibactam";;;"avibactam";;;true;false
"00158";"aztreonam lysine";"aztréonam lysine";"aztreonam";;"lysine";"aztréonam";;"lysine";true;false
"02405";"benralizumab";"benralizumab";"benralizumab";"[biologisch, biosynthetisch]";;"benralizumab";"[biologique, biosynthétique]";;true;false
"01965";"benzododecinium bromide";"benzododécinium bromure";"benzododecinium";;"bromide";"benzododécinium";;"bromure";true;false
"02039";"benzododecinium";"benzododécinium";"benzododecinium";;;"benzododécinium";;;true;false
"02440";"bictegravir natrium";"bictégravir sodium";"bictegravir";;"natrium";"bictégravir";;"sodium";true;false
"02439";"bictegravir";"bictégravir";"bictegravir";;;"bictégravir";;;true;false
"02471";"binimetinib";"binimétinib";"binimetinib";;;"binimétinib";;;true;false
"02386";"blinatumomab";"blinatumomab";"blinatumomab";"[biologisch, biosynthetisch]";;"blinatumomab";"[biologique, biosynthétique]";;true;false
"02404";"brodalumab";"brodalumab";"brodalumab";"[biologisch, biosynthetisch]";;"brodalumab";"[biologique, biosynthétique]";;true;false
"02371";"cabozantinib";"cabozantinib";"cabozantinib";;;"cabozantinib";;;true;false
"02419";"calcium gluconaat";"calcium gluconate";"calcium";;"gluconaat";"calcium";;"gluconate";true;false
"02442";"cangrelor";"cangrélor";"cangrelor";;;"cangrélor";;;true;false
"02463";"caplacizumab";"caplacizumab";"caplacizumab";"[biologisch, biosynthetisch]";;"caplacizumab";"[biologique, biosynthétique]";;true;false
"02159";"carfilzomib";"carfilzomib";"carfilzomib";;;"carfilzomib";;;true;false
"02490";"cariprazine";"cariprazine";"cariprazine";;;"cariprazine";;;true;false
"00312";"ceftaroline fosamil";"ceftaroline fosamil";"ceftaroline";"acetaat-monohydraat";"fosamil";"ceftaroline";"acétate-monohydraté";"fosamil";true;false
"00356";"cholesterol benzoaat";"cholestérol benzoate";"cholesterol";;"benzoaat";"cholestérol";;"benzoate";true;false
"00360";"cibenzoline succinaat";"cibenzoline succinate";"cibenzoline";;"succinaat";"cibenzoline";;"succinate";true;false
"00359";"cibenzoline";"cibenzoline";"cibenzoline";;;"cibenzoline";;;true;false
"00367";"cilastatine natrium";"cilastatine sodium";"cilastatine";;"natrium";"cilastatine";;"sodium";true;false
"00718";"fingolimod hydrochloride";"fingolimod chlorhydrate";"fingolimod";;"hydrochloride";"fingolimod";;"chlorhydrate";true;false
"02487";"argipressine acetaat";"argipressine acétate";"argipressine";;"acetaat";"argipressine";;"acétate";true;false
"01883";"Cimicifuga racemosa (droog extract)";"Cimicifuga racemosa (extrait sec)";"Cimicifuga racemosa";"droog extract (L.) Nutt., rhizoma (Zilverkaarswortel) [plantaardig]";;"Cimicifuga racemosa";"extrait sec (L.) Nutt., rhizome (rhizome d'actée à grappes noires) [végétal]";;true;false
"00416";"cloperastine hydrochloride";"clopérastine chlorhydrate";"cloperastine";;"hydrochloride";"clopérastine";;"chlorhydrate";true;false
"01884";"clopidogrel hydrochloride";"clopidogrel chlorhydrate";"clopidogrel";;"hydrochloride";"clopidogrel";;"chlorhydrate";true;false
"00426";"cloxazolam";"cloxazolam";"cloxazolam";;;"cloxazolam";;;true;false
"02317";"cobimetinib";"cobimétinib";"cobimetinib";;;"cobimétinib";;;true;false
"00444";"Crataegus monogyna (poeder)";"Crataegus monogyna (poudre)";"Crataegus monogyna";"poeder bloem [plantaardig]";;"Crataegus monogyna";"poudre fleur [végétal]";;true;false
"02149";"dapagliflozine";"dapagliflozine";"dapagliflozine";;;"dapagliflozine";;;true;false
"02394";"L-ornithine";"L-ornithine";"L-ornithine";;;"L-ornithine";;;true;false
"00469";"dapoxetine hydrochloride";"dapoxétine chlorhydrate";"dapoxetine";;"hydrochloride";"dapoxétine";;"chlorhydrate";true;false
"02316";"daratumumab";"daratumumab";"daratumumab";"[biologisch, biosynthetisch]";;"daratumumab";"[biologique, biosynthétique]";;true;false
"02368";"deoxycholzuur";"acide désoxycholique";"deoxycholzuur";;;"acide désoxycholique";;;true;false
"00494";"dexamethason isonicotinaat";"dexaméthasone isonicotinate";"dexamethason";;"isonicotinaat";"dexaméthasone";;"isonicotinate";true;false
"00496";"dexamethason natriummetasulfobenzoaat";"dexaméthasone métasulfobenzoate sodique";"dexamethason";;"natriummetasulfobenzoaat";"dexaméthasone";;"métasulfobenzoate sodique";true;false
"00515";"diënogest";"diénogest";"diënogest";;;"diénogest";;;true;false
"02396";"hydrocortison natriumfosfaat";"hydrocortisone phosphate sodique";"hydrocortison";;"natriumfosfaat";"hydrocortisone";;"phosphate sodique";true;false
"00519";"difenylpyraline hydrochloride";"diphénylpyraline chlorhydrate";"difenylpyraline";;"hydrochloride";"diphénylpyraline";;"chlorhydrate";true;false
"02009";"dimethylfumaraat";"fumarate de diméthyle";"dimethylfumaraat";;;"fumarate de diméthyle";;;true;false
"02433";"dimeticon";"diméticone";"dimeticon";;;"diméticone";;;true;false
"00532";"dimetindeen maleaat";"dimétindène maléate";"dimetindeen";;"maleaat";"dimétindène";;"maléate";true;false
"00534";"dinoproston";"dinoprostone";"dinoproston";;;"dinoprostone";;;true;false
"02351";"dinutuximab bèta";"dinutuximab bêta";"dinutuximab bèta";"[biologisch, biosynthetisch]";;"dinutuximab bêta";"[biologique, biosynthétique]";;true;false
"00548";"dodeclonium bromide";"dodéclonium bromure";"dodeclonium";;"bromide";"dodéclonium";;"bromure";true;false
"02489";"doravirine";"doravirine";"doravirine";;;"doravirine";;;true;false
"02158";"efmoroctocog alfa";"efmoroctocog alfa";"efmoroctocog alfa";"[biologisch, biosynthetisch]";;"efmoroctocog alfa";"[biologique, biosynthétique]";;true;false
"02338";"eftrenonacog alfa";"eftrénonacog alfa";"eftrenonacog alfa";"[biologisch, biosynthetisch]";;"eftrénonacog alfa";"[biologique, biosynthétique]";;true;false
"02310";"elbasvir";"elbasvir";"elbasvir";;;"elbasvir";;;true;false
"02457";"elosulfase alfa";"élosulfase alfa";"elosulfase alfa";"[biologisch, biosynthetisch]";;"élosulfase alfa";"[biologique, biosynthétique]";;true;false
"02353";"elotuzumab";"élotuzumab";"elotuzumab";"[biologisch, biosynthetisch]";;"élotuzumab";"[biologique, biosynthétique]";;true;false
"00591";"elvitegravir";"elvitégravir";"elvitegravir";;;"elvitégravir";;;true;false
"02493";"emicizumab";"émicizumab";"emicizumab";"[biologisch, biosynthetisch]";;"émicizumab";"[biologique, biosynthétique]";;true;false
"02478";"esketamine";"eskétamine";"esketamine";;;"eskétamine";;;true;false
"02402";"etelcalcetide";"ételcalcétide";"etelcalcetide";;;"ételcalcétide";;;true;false
"00658";"etilefrine hydrochloride";"étiléfrine chlorhydrate";"etilefrine";;"hydrochloride";"étiléfrine";;"chlorhydrate";true;false
"00657";"etilefrine";"étiléfrine";"etilefrine";;;"étiléfrine";;;true;false
"00659";"etofenamaat";"étofénamate";"etofenamaat";;;"étofénamate";;;true;false
"02140";"evolocumab";"évolocumab";"evolocumab";"[biologisch, biosynthetisch]";;"évolocumab";"[biologique, biosynthétique]";;true;false
"02330";"fampridine";"fampridine";"fampridine";;;"fampridine";;;true;false
"02169";"fenylbutyraat";"phénylbutyrate";"fenylbutyraat";;;"phénylbutyrate";;;true;false
"00739";"flunarizine dihydrochloride";"flunarizine dichlorhydrate";"flunarizine";;"dihydrochloride";"flunarizine";;"dichlorhydrate";true;false
"02477";"fomepizol sulfaat";"fomépizole sulfate";"fomepizol";;"sulfaat";"fomépizole";;"sulfate";true;false
"02476";"fomepizol";"fomépizole";"fomepizol";;;"fomépizole";;;true;false
"02420";"fosfaat kalium";"phosphate monopotassium";"fosfaat";;"kalium";"phosphate";;"monopotassium";true;false
"00795";"gadobeenzuur";"acide gadobénique";"gadobeenzuur";;;"acide gadobénique";;;true;false
"00800";"gadoteerzuur";"acide gadotérique";"gadoteerzuur";;;"acide gadotérique";;;true;false
"00801";"gadoteraat meglumine";"gadotérate méglumine";"gadoteraat";;"meglumine";"gadotérate";;"méglumine";true;false
"02455";"gemtuzumab ozogamicine";"gemtuzumab ozogamicine";"gemtuzumab ozogamicine";"[biologisch, biosynthetisch]";;"gemtuzumab ozogamicine";"[biologique, biosynthétique]";;true;false
"00820";"Ginkgo biloba (extract, EGb761)";"Ginkgo biloba (extrait, EGb761)";"Ginkgo biloba";"extract, EGb761 [plantaardig]";;"Ginkgo biloba";"extrait, EGb761 [végétal]";;true;false
"02373";"glecaprevir";"glécaprévir";"glecaprevir";;;"glécaprévir";;;true;false
"02311";"grazoprevir";"grazoprévir";"grazoprevir";;;"grazoprévir";;;true;false
"02309";"guanfacine hydrochloride";"guanfacine chlorhydrate";"guanfacine";;"hydrochloride";"guanfacine";;"chlorhydrate";true;false
"02308";"guanfacine";"guanfacine";"guanfacine";;;"guanfacine";;;true;false
"02381";"guselkumab";"guselkumab";"guselkumab";"[biologisch, biosynthetisch]";;"guselkumab";"[biologique, biosynthétique]";;true;false
"00857";"hexaminolevulinaat hydrochloride";"hexyl aminolévulinate chlorhydrate";"hexaminolevulinaat";;"hydrochloride";"hexyl aminolévulinate";;"chlorhydrate";true;false
"00882";"hymecromon";"hymécromone";"hymecromon";;;"hymécromone";;;true;false
"02466";"idebenon";"idébénone";"idebenon";;;"idébénone";;;true;false
"02461";"inotuzumab ozogamicine";"inotuzumab ozogamicine";"inotuzumab ozogamicine";"[biologisch, biosynthetisch]";;"inotuzumab ozogamicine";"[biologique, biosynthétique]";;true;false
"02444";"methoxyfluraan";"méthoxyflurane";"methoxyfluraan";;;"méthoxyflurane";;;true;false
"02411";"insuline degludec";"insuline dégludec";"insuline degludec";"[biologisch, biosynthetisch]";;"insuline dégludec";"[biologique, biosynthétique]";;true;false
"02483";"isavuconazol";"isavuconazole";"isavuconazol";;;"isavuconazole";;;true;false
"02360";"ixazomib";"ixazomib";"ixazomib";;;"ixazomib";;;true;false
"02323";"ixekizumab";"ixékizumab";"ixekizumab";"[biologisch, biosynthetisch]";;"ixékizumab";"[biologique, biosynthétique]";;true;false
"02376";"kanamycine";"kanamycine";"kanamycine";;;"kanamycine";;;true;false
"02426";"koper gluconaat";"cuivre gluconate";"koper";;"gluconaat";"cuivre";;"gluconate";true;false
"01018";"laurylsulfoacetaat natrium";"laurylsulfoacétate sodium";"laurylsulfoacetaat";;"natrium";"laurylsulfoacétate";;"sodium";true;false
"02391";"lenvatinib mesilaat";"lenvatinib mésilate";"lenvatinib";;"mesilaat";"lenvatinib";;"mésilate";true;false
"02390";"lenvatinib";"lenvatinib";"lenvatinib";;;"lenvatinib";;;true;false
"02432";"lesinurad";"lésinurad";"lesinurad";;;"lésinurad";;;true;false
"02485";"letermovir";"létermovir";"letermovir";;;"létermovir";;;true;false
"02138";"levosimendan";"lévosimendan";"levosimendan";;;"lévosimendan";;;true;false
"00993";"L-fenylalanine";"L-phénylalanine";"L-fenylalanine";;;"L-phénylalanine";;;true;false
"02352";"lonoctocog alfa";"lonoctocog alfa";"lonoctocog alfa";"[biologisch, biosynthetisch]";;"lonoctocog alfa";"[biologique, biosynthétique]";;true;false
"02151";"lumacaftor";"lumacaftor";"lumacaftor";;;"lumacaftor";;;true;false
"01077";"macrogol 3.350";"macrogol 3.350";"macrogol 3.350";;;"macrogol 3.350";;;true;false
"01078";"macrogol 4.000";"macrogol 4.000";"macrogol 4.000";;;"macrogol 4.000";;;true;false
"02559";"indacaterol acetaat";"indacatérol acétate";"indacaterol";;"acetaat";"indacatérol";;"acétate";true;false
"02427";"mangaan gluconaat";"manganèse gluconate";"mangaan";;"gluconaat";"manganèse";;"gluconate";true;false
"01098";"mecetronium ethylsulfaat";"mécétronium éthylsulfate";"mecetronium";;"ethylsulfaat";"mécétronium";;"éthylsulfate";true;false
"01110";"Melissa officinalis (droog extract)";"Melissa officinalis (extrait sec)";"Melissa officinalis";"droog extract blad [plantaardig]";;"Melissa officinalis";"extrait sec feuille [végétal]";;true;false
"02148";"mepolizumab";"mépolizumab";"mepolizumab";"[biologisch, biosynthetisch]";;"mépolizumab";"[biologique, biosynthétique]";;true;false
"01163";"methylprednisolon aceponaat";"méthylprednisolone acéponate";"methylprednisolon";;"aceponaat";"méthylprednisolone";;"acéponate";true;false
"02415";"midostaurine";"midostaurine";"midostaurine";;;"midostaurine";;;true;false
"02325";"migalastat";"migalastat";"migalastat";;;"migalastat";;;true;false
"02328";"naloxegol";"naloxégol";"naloxegol";;;"naloxégol";;;true;false
"02393";"natrium acetaat";"sodium acétate";"natrium";"watervrij";"acetaat";"sodium";"anhydre";"acétate";true;false
"02574";"ofatumumab";"ofatumumab";"ofatumumab";"[biologisch, biosynthetisch]";;"ofatumumab";"[biologique, biosynthétique]";;true;false
"02329";"naloxegol oxalaat";"naloxégol oxalate";"naloxegol";;"oxalaat";"naloxégol";;"oxalate";true;false
"02141";"netupitant";"nétupitant";"netupitant";;;"nétupitant";;;true;false
"01279";"nitrofurantoïne (macrokristallen)";"nitrofurantoïne (macrocristalline)";"nitrofurantoïne";"macrokristallen";;"nitrofurantoïne";"macrocristalline";;true;false
"02379";"nonacog gamma";"nonacog gamma";"nonacog gamma";"[biologisch, biosynthetisch]";;"nonacog gamma";"[biologique, biosynthétique]";;true;false
"02388";"nusinersen";"nusinersen";"nusinersen";;;"nusinersen";;;true;false
"02382";"ocrelizumab";"ocrélizumab";"ocrelizumab";"[biologisch, biosynthetisch]";;"ocrélizumab";"[biologique, biosynthétique]";;true;false
"02107";"olanzapine pamoaat";"olanzapine pamoate";"olanzapine";"watervrij";"pamoaat";"olanzapine";"anhydre";"pamoate";true;false
"02378";"olaratumab";"olaratumab";"olaratumab";"[biologisch, biosynthetisch]";;"olaratumab";"[biologique, biosynthétique]";;true;false
"01332";"oxomemazine";"oxomémazine";"oxomemazine";;;"oxomémazine";;;true;false
"02367";"palbociclib";"palbociclib";"palbociclib";;;"palbociclib";;;true;false
"01348";"paliperidon palmitaat";"palipéridone palmitate";"paliperidon";;"palmitaat";"palipéridone";;"palmitate";true;false
"01367";"parecoxib natrium";"parécoxib sodium";"parecoxib";;"natrium";"parécoxib";;"sodium";true;false
"01373";"Passiflora incarnata (droog extract)";"Passiflora incarnata (extrait sec)";"Passiflora incarnata";"droog extract kruid [plantaardig]";;"Passiflora incarnata";"extrait sec herbe [végétal]";;true;false
"01374";"Passiflora incarnata (droog extract, 2:1)";"Passiflora incarnata (extrait sec, 2:1)";"Passiflora incarnata";"droog extract, 2:1 [plantaardig]";;"Passiflora incarnata";"extrait sec, 2:1 [végétal]";;true;false
"01375";"Passiflora incarnata (vloeibaar extract)";"Passiflora incarnata (extrait fluide)";"Passiflora incarnata";"vloeibaar extract [plantaardig]";;"Passiflora incarnata";"extrait fluide [végétal]";;true;false
"01376";"patentblauw V";"bleu patenté V";"patentblauw V";;;"bleu patenté V";;;true;false
"02480";"patisiran";"patisiran";"patisiran";;;"patisiran";;;true;false
"01378";"pazopanib hydrochloride";"pazopanib chlorhydrate";"pazopanib";;"hydrochloride";"pazopanib";;"chlorhydrate";true;false
"02445";"pegaspargase";"pégaspargase";"pegaspargase";"[bacterieel, biologisch]";;"pégaspargase";"[bactérien, biologique]";;true;false
"02786";"tabelecleucel";"tabélecleucel";"tabelecleucel";"[biologisch, humaan bloed]";;"tabélecleucel";"[biologique, sang humain]";;true;false
"01395";"pentoxyverine citraat";"pentoxyvérine citrate";"pentoxyverine";;"citraat";"pentoxyvérine";;"citrate";true;false
"02012";"perindopril tosilaat";"périndopril tosilate";"perindopril";;"tosilaat";"périndopril";;"tosilate";true;false
"02374";"pibrentasvir";"pibrentasvir";"pibrentasvir";;;"pibrentasvir";;;true;false
"02369";"pitolisant";"pitolisant";"pitolisant";;;"pitolisant";;;true;false
"01421";"pizotifeen waterstofmalaat";"pizotifène hydrogénomalate";"pizotifeen";;"waterstofmalaat";"pizotifène";;"hydrogénomalate";true;false
"01420";"pizotifeen";"pizotifène";"pizotifeen";;;"pizotifène";;;true;false
"01433";"Polygala (tinctuur)";"Polygala (teinture)";"Polygala";"tinctuur [plantaardig]";;"Polygala";"teinture [végétal]";;true;false
"02459";"prasteron";"prastérone";"prasteron";;;"prastérone";;;true;false
"01448";"prasugrel hydrochloride";"prasugrel chlorhydrate";"prasugrel";;"hydrochloride";"prasugrel";;"chlorhydrate";true;false
"01507";"quinagolide hydrochloride";"quinagolide chlorhydrate";"quinagolide";;"hydrochloride";"quinagolide";;"chlorhydrate";true;false
"02350";"ramucirumab";"ramucirumab";"ramucirumab";"[biologisch, biosynthetisch]";;"ramucirumab";"[biologique, biosynthétique]";;true;false
"02067";"rasagiline hemitartraat";"rasagiline hémitartrate";"rasagiline";;"hemitartraat";"rasagiline";;"hémitartrate";true;false
"01524";"rasagiline mesilaat";"rasagiline mésilate";"rasagiline";;"mesilaat";"rasagiline";;"mésilate";true;false
"02375";"regadenoson";"régadénoson";"regadenoson";;;"régadénoson";;;true;false
"02450";"reslizumab";"reslizumab";"reslizumab";"[biologisch, biosynthetisch]";;"reslizumab";"[biologique, biosynthétique]";;true;false
"02165";"osimertinib mesylaat";"osimertinib mésylate";"osimertinib";;"mesylaat";"osimertinib";;"mésylate";true;false
"02474";"nonacog bèta pegol";"nonacog bêta pégol";"nonacog bèta";"[biologisch, biosynthetisch]";"pegol";"nonacog bêta";"[biologique, biosynthétique]";"pégol";true;false
"02168";"panobinostat lactaat";"panobinostat lactate";"panobinostat";"watervrij";"lactaat";"panobinostat";"anhydre";"lactate";true;false
"02410";"ribociclib succinaat";"ribociclib succinate";"ribociclib";;"succinaat";"ribociclib";;"succinate";true;false
"02409";"ribociclib";"ribociclib";"ribociclib";;;"ribociclib";;;true;false
"01543";"rifamycine natrium";"rifamycine sodium";"rifamycine";;"natrium";"rifamycine";;"sodium";true;false
"01906";"rifamycine";"rifamycine";"rifamycine";;;"rifamycine";;;true;false
"02460";"risankizumab";"risankizumab";"risankizumab";"[biologisch, biosynthetisch]";;"risankizumab";"[biologique, biosynthétique]";;true;false
"01569";"rosuvastatine";"rosuvastatine";"rosuvastatine";;;"rosuvastatine";;;true;false
"02038";"ruxolitinib fosfaat";"ruxolitinib phosphate";"ruxolitinib";;"fosfaat";"ruxolitinib";;"phosphate";true;false
"02160";"sacubitril";"sacubitril";"sacubitril";;;"sacubitril";;;true;false
"02055";"safinamide";"safinamide";"safinamide";;;"safinamide";;;true;false
"00537";"salicylaat dipropyleenglycol";"salicylate dipropylèneglycol";"salicylaat";;"dipropyleenglycol";"salicylate";;"dipropylèneglycol";true;false
"02377";"sarilumab";"sarilumab";"sarilumab";"[biologisch, biosynthetisch]";;"sarilumab";"[biologique, biosynthétique]";;true;false
"02452";"semaglutide";"sémaglutide";"semaglutide";"[biologisch, biosynthetisch]";;"sémaglutide";"[biologique, biosynthétique]";;true;false
"02407";"sevoflurane";"sévoflurane";"sevoflurane";;;"sévoflurane";;;true;false
"02019";"simoctocog alfa";"simoctocog alfa";"simoctocog alfa";"[biologisch, biosynthetisch]";;"simoctocog alfa";"[biologique, biosynthétique]";;true;false
"01625";"somatostatine acetaat";"somatostatine acétate";"somatostatine";"hydraat";"acetaat";"somatostatine";"hydraté";"acétate";true;false
"02319";"sulfaat natrium";"sulfate sodium";"sulfaat";;"natrium";"sulfate";;"sodium";true;false
"02366";"susoctocog alfa";"susoctocog alfa";"susoctocog alfa";"[biologisch, biosynthetisch]";;"susoctocog alfa";"[biologique, biosynthétique]";;true;false
"02430";"telotristat ethyl";"télotristat éthyle";"telotristat";;"ethyl";"télotristat";;"éthyle";true;false
"02429";"telotristat";"télotristat";"telotristat";;;"télotristat";;;true;false
"02135";"tenofovir alafenamide";"ténofovir alafénamide";"tenofovir";;"alafenamide";"ténofovir";;"alafénamide";true;false
"01689";"tenofovir disoproxil";"ténofovir disoproxil";"tenofovir";;"disoproxil";"ténofovir";;"disoproxil";true;false
"01697";"terlipressine acetaat";"terlipressine acétate";"terlipressine";;"acetaat";"terlipressine";;"acétate";true;false
"02339";"thiotepa";"thiotépa";"thiotepa";;;"thiotépa";;;true;false
"01730";"tiapride hydrochloride";"tiapride chlorhydrate";"tiapride";;"hydrochloride";"tiapride";;"chlorhydrate";true;false
"02492";"tildrakizumab";"tildrakizumab";"tildrakizumab";"[biologisch, biosynthetisch]";;"tildrakizumab";"[biologique, biosynthétique]";;true;false
"02337";"tipiracil hydrochloride";"tipiracil chlorhydrate";"tipiracil";;"hydrochloride";"tipiracil";;"chlorhydrate";true;false
"02336";"tipiracil";"tipiracil";"tipiracil";;;"tipiracil";;;true;false
"02456";"tisagenlecleucel";"tisagenlecleucel";"tisagenlecleucel";"[biologisch, humaan bloed]";;"tisagenlecleucel";"[biologique, sang humain]";;true;false
"02363";"tofacitinib citraat";"tofacitinib citrate";"tofacitinib";;"citraat";"tofacitinib";;"citrate";true;false
"02362";"tofacitinib";"tofacitinib";"tofacitinib";;;"tofacitinib";;;true;false
"02150";"tolvaptan";"tolvaptan";"tolvaptan";;;"tolvaptan";;;true;false
"02335";"trifluridine";"trifluridine";"trifluridine";;;"trifluridine";;;true;false
"02030";"turoctocog alfa";"turoctocog alfa";"turoctocog alfa";"[biologisch, biosynthetisch]";;"turoctocog alfa";"[biologique, biosynthétique]";;true;false
"01797";"urapidil hydrochloride";"urapidil chlorhydrate";"urapidil";;"hydrochloride";"urapidil";;"chlorhydrate";true;false
"02312";"velpatasvir";"velpatasvir";"velpatasvir";;;"velpatasvir";;;true;false
"02365";"venetoclax";"vénétoclax";"venetoclax";;;"vénétoclax";;;true;false
"02156";"vernakalant";"vernakalant";"vernakalant";;;"vernakalant";;;true;false
"02449";"vortioxetine hydrobromide";"vortioxétine bromhydrate";"vortioxetine";;"hydrobromide";"vortioxétine";;"bromhydrate";true;false
"02448";"vortioxetine";"vortioxétine";"vortioxetine";;;"vortioxétine";;;true;false
"02387";"voxilaprevir";"voxilaprévir";"voxilaprevir";;;"voxilaprévir";;;true;false
"02414";"xenon";"xénon";"xenon";;;"xénon";;;true;false
"02136";"zink gluconaat";"zinc gluconate";"zink";;"gluconaat";"zinc";;"gluconate";true;false
"01856";"zink sulfaat";"zinc sulfate";"zink";"watervrij";"sulfaat";"zinc";"anhydre";"sulfate";true;false
