"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"19356-1289";"0003566";"DAAAA";"Novolizer Salbutamol";"01289";false;;;"d";"d";0;0;false;false;false;true;false
"30551-828";"0020594";"DACB";"Anoro";"00828";true;;;"d";"d";0;0;false;false;false;true;false
"31120-828";"0021287";"DABBD";"Incruse";"00828";true;;;;;0;0;false;false;false;true;false
"22939-3269";"0003780";"DAEA";"Relvar";"03269";false;;;"c";"c";0;0;false;false;false;true;false
"22939-3418";"0003780";"DAEA";"Relvar";"03418";false;;;"c";"c";0;0;false;false;false;true;false
"22939-828";"0003780";"DAEA";"Relvar";"00828";false;;;"c";"c";0;0;false;false;false;true;false
"3848-1404";"0003715";"DADAB";"Budesonide";"01404";false;;;"c";"c";0;0;false;false;false;true;false
"6312-3269";"0010157";"KAKDA";"Colobreathe";"03269";false;;;;;0;0;false;false;false;true;false
"3871-1404";"0003780";"DAEA";"Bufomix";"01404";false;;;"c";"c";0;0;false;false;false;true;false
"32565-4101";"0020594";"DACB";"Duaklir";"04101";true;;;"d";"d";0;0;false;false;false;true;false
"45013-3517";"0016485";"TCA";"Miglustat Gen.Orph";"03517";false;;;;;0;0;false;false;false;true;false
"10363-323";"0014027";"OABBA";"Flammazine";"00323";false;;;;;0;0;false;false;false;true;false
"45047-1446";"8902918";"KDGA";"Paxlovid";"01446";true;;;;;0;0;false;false;false;true;false
"11734-1636";"0009712";"KAABCB";"Glazidim";"01636";false;;;;;0;0;false;false;false;true;false
"3566-3269";"8901001";"MBBBA";"Bosulif";"03269";false;;;;;0;0;false;false;false;true;false
"16790-1172";"0004325";"EABA";"Metformax";"01172";false;;;;;0;0;false;false;false;true;false
"26336-1024";"0000596";"AEB";"Tenormin";"01024";false;;;"B";"B";0;0;false;false;false;true;false
"45054-612";"0001503";"AKA";"Diosmin EG";"00612";false;;;;;0;0;false;false;false;true;false
"31179-3160";"0021279";"FBAAH";"Seasonique";"03160";false;;;;;0;0;false;false;false;true;false
"33480-1347";"8900565";"MBBAA";"Zykadia";"01347";false;;;;;0;0;false;false;false;true;false
"43935-3269";"8901928";"MEDB";"Erleada";"03269";true;;;;;0;0;false;false;false;true;false
"24166-3376";"0006452";"HBBA";"Sedergine";"03376";false;;;;;0;0;false;false;false;true;false
"45120-2485";"0010512";"KBCF";"Voriconazole AB";"02485";false;;;;;0;0;false;false;false;true;false
"45153-935";"0007955";"JBDF";"Byannli";"00935";false;;;;;0;0;false;false;false;true;false
"45146-612";"0006080";"GAAC";"Fesoterodine EG";"00612";false;;;;;0;0;false;false;false;true;false
"45179-612";"0007567";"JAAH";"Diazepam Eurogenerics";"00612";false;;;;;0;0;false;false;false;true;false
"8458-59";"0008532";"JFAB";"Duodopa";"00059";false;;;;;0;0;true;false;false;true;false
"42036-1636";"0025833";"LCBAC";"Erelzi";"01636";false;;;;;0;0;false;false;false;true;false
"45161-612";"0008698";"JFFA";"Lecigimon";"00612";false;;;;;0;0;false;false;false;true;false
"18267-1032";"0016485";"TCA";"Naglazyme";"01032";false;;;;;0;0;false;false;false;true;false
"41822-2626";"8900318";"JBDC";"Reagila";"02626";false;;;;;0;0;false;false;false;true;false
"40279-1172";"0028779";"HCBD";"Skudexa";"01172";false;;;"N";"N";0;0;false;false;false;true;false
"40386-2972";"0028837";"TACAA";"Veltassa";"02972";false;;;;;0;0;false;false;false;true;false
"37861-1446";"0028373";"LCBEAAD";"Xeljanz";"01446";false;;;;;0;0;false;false;false;true;false
"45385-2485";"8900789";"MCCA";"Lenalidomide AB";"02485";false;;;;;0;0;false;false;false;true;false
"24893-398";"0016360";"SDA";"SonoVue";"00398";false;;;;;0;0;false;false;false;true;false
"45336-1628";"0016485";"TCA";"Evrysdi";"01628";true;;;;;0;0;false;false;false;true;false
"39024-1040";"0028662";"LCBBGB";"Kyntheum";"01040";false;;;;;0;0;false;false;false;true;false
"19174-968";"0003319";"CFAA";"Norit Carbomix";"00968";false;;;;;0;0;false;false;false;true;false
"45187-2303";"8900789";"MCCA";"Lenalidomide Krka";"02303";false;;;;;0;0;false;false;false;true;false
"38448-2097";"0028555";"LCBBDA";"Kevzara";"02097";false;;;;;0;0;false;false;false;true;false
"38513-3269";"8902215";"MCAB";"Tecentriq";"03269";false;;;;;0;0;false;false;false;true;false
"3210-828";"0014274";"OBBA";"Betnelan V";"00828";false;;;"c";"c";0;0;false;false;false;true;false
"8896-3491";"0014274";"OBBA";"Elocom";"03491";false;;;"c";"c";0;0;false;false;false;true;false
"15552-604";"0014274";"OBBA";"Locoid";"00604";false;;;"c";"c";0;0;false;false;false;true;false
"7310-828";"0014258";"OBAA";"Dermovate";"00828";false;;;"c";"c";0;0;false;false;false;true;false
"20297-2352";"0018671";"TDA";"Oscillococcinum";"02352";false;;;;;0;0;false;false;false;true;false
"7187-2162";"0014290";"OBCA";"Delphi";"02162";false;;;"c";"c";0;0;false;false;false;true;false
"45229-1263";"8902934";"LABFC";"Vaxneuvance";"01263";true;;;;;0;0;false;false;false;true;false
"6650-612";"0014316";"OBDA";"Cremicort-H";"00612";false;;;"c";"c";0;0;false;false;false;true;false
"45203-2352";"0018671";"TDA";"Coryzalia";"02352";false;;;;;0;0;false;false;false;true;false
"45195-2352";"0018671";"TDA";"Actheane";"02352";false;;;;;0;0;false;false;false;true;false
"45286-1818";"8900789";"MCCA";"Lenalidomide Teva";"01818";false;;;;;0;0;false;false;false;true;false
"20693-3285";"0014316";"OBDA";"Pannocort";"03285";false;;;"c";"c";0;0;false;false;false;true;false
"45377-612";"8900706";"MBBKA";"Sunitinib EG";"00612";false;;;;;0;0;false;false;false;true;false
"455-59";"0015164";"PBBA";"Aculare";"00059";false;;;;;0;0;false;false;false;true;false
"23408-2956";"0008334";"JDD";"Rilatine";"02956";false;;;"S";"S";0;0;false;true;false;true;false
"46185-2485";"0008144";"JCBBB";"Venlafaxine AB";"02485";false;;;;;0;0;false;false;false;true;false
"26567-1289";"0001016";"AGBB";"Teveten";"01289";false;;;;;0;0;false;false;false;true;false
"43687-1800";"0016485";"TCA";"Takhzyro";"01800";true;;;;;0;0;true;false;false;true;false
"39115-2055";"0014407";"OEA";"ArnicaforceMed";"02055";false;;;;;0;0;false;false;false;true;false
"46169-4044";"8903197";"JGBHA";"Ontozry";"04044";true;;;;;0;0;false;false;false;true;false
"1198-59";"0015412";"PDCA";"Alphagan";"00059";false;;;;;0;0;false;false;false;true;false
"44115-828";"8900722";"MBCA";"Zejula";"00828";false;;;;;0;0;true;false;false;true;false
"28605-3418";"0001503";"AKA";"Venoruton";"03418";false;;;;;0;0;false;false;false;true;false
"45450-1818";"0000158";"AADE";"Perindopril / Amlodipine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"23622-1628";"0009720";"KAABCC";"Rocephine";"01628";false;;;;;0;0;false;false;false;true;false
"45435-1446";"8902942";"LABFD";"Prevenar 20 [auparavant Apexxnar]";"01446";true;;;;;0;0;false;false;false;true;false
"28407-828";"0011395";"LAAIA";"Varilrix";"00828";false;;;;;0;0;false;false;false;true;false
"45468-3053";"8900706";"MBBKA";"Pemazyre";"03053";true;;;;;0;0;false;false;false;true;false
"45500-117";"0005777";"FDAA";"Carbetocine Aguettant";"00117";false;;;;;0;0;false;false;false;true;false
"45484-604";"0009969";"KAIA";"Arikayce";"00604";false;;;;;0;0;true;false;false;true;false
"45476-1446";"8902983";"LCBEAAA";"Cibinqo";"01446";true;;;;;0;0;false;false;false;true;false
"45492-2485";"0002550";"CAABA";"Esomeprazole AB";"02485";false;;;;;0;0;false;false;false;true;false
"39545-1347";"8902165";"MBBGA";"Rydapt";"01347";false;;;;;0;0;true;false;false;true;false
"45518-67";"0004739";"MEBA";"Fulvestrant Accord";"00067";false;;;"AO";"AO";0;0;false;false;false;true;false
"45559-711";"0025585";"ACEA";"Levosimendan Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"45526-760";"8903015";"FIBA";"Ryeqo";"00760";true;;;;;0;0;false;false;false;true;false
"45534-1024";"0013342";"NAABA";"Monoferric";"01024";false;;;;;0;0;false;false;false;true;false
"281-1818";"8000937";"KECEBA";"Aciclovir Teva";"01818";false;;;;;0;0;false;false;false;true;false
"45542-67";"0000323";"ABCA";"Ivabradine Accord";"00067";false;;;;;0;0;false;false;false;true;false
"45567-67";"0001297";"AHDAA";"Atropine Sulfate Accord";"00067";false;;;;;0;0;false;false;false;true;false
"42200-67";"8900748";"MBDA";"Bortezomib Accord";"00067";false;;;;;0;0;false;false;false;true;false
"18309-414";"0011874";"LBAA";"Nanogam";"00414";false;;;;;0;0;false;false;false;true;false
"45583-1636";"8900706";"MBBKA";"Sorafenib Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"45625-315";"0017905";"FABA";"Yenlip";"00315";false;;;;;0;0;false;false;false;true;false
"45591-2048";"0016485";"TCA";"Kaftrio";"02048";true;;;;;0;0;true;false;false;true;false
"45609-1636";"0001743";"ALIA";"Ezetimibe / Atorvastatin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"45724-2303";"0002584";"CAABD";"Pantoprazol Krka";"02303";false;;;;;0;0;false;false;false;true;false
"45682-67";"0017798";"MEDA";"Abiraterone Accord";"00067";false;;;;;0;0;false;false;false;true;false
"45617-2097";"8903023";"LAAEAB";"Efluelda Tetra 2023-2024";"02097";true;;;;;0;0;false;false;false;true;false
"45732-1172";"8903049";"KAACB";"Vaborem";"01172";true;;;;;0;0;false;false;false;true;false
"31047-828";"0021246";"LAAEAA";"Alpharix-Tetra 2023-2024";"00828";false;;;;;0;0;false;false;false;true;false
"2543-2097";"0020677";"LCBDHA";"Aubagio";"02097";false;;;;;0;0;false;false;false;true;false
"45740-2485";"0025007";"CECBB";"Macrogol AB";"02485";false;;;;;0;0;false;false;false;true;false
"45773-1818";"0013243";"MDA";"Trabectedine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"45757-612";"0017798";"MEDA";"Abirateron EG";"00612";false;;;;;0;0;false;false;false;true;false
"45765-612";"0017608";"EAGD";"Sitagliptin EG";"00612";false;;;;;0;0;false;false;false;true;false
"26591-406";"8900789";"MCCA";"Thalidomide BMS";"00406";false;;;;;0;0;false;false;false;true;false
"37580-2097";"0021246";"LAAEAA";"Vaxigrip Tetra 2023-2024";"02097";true;;;;;0;0;false;false;false;true;false
"45906-2303";"0017798";"MEDA";"Abiraterone Krka";"02303";false;;;;;0;0;false;false;false;true;false
"45914-1289";"0017798";"MEDA";"Abiraterone Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"45971-760";"0017665";"ECGC";"Ganirelix Gedeon Richter";"00760";false;;;;;0;0;false;false;false;true;false
"45880-257";"8903106";"TAAEA";"Ondexxya";"00257";true;;;;;0;0;false;false;false;true;false
"21931-885";"0000141";"AADD";"Preterax";"00885";false;;;"D";"D";0;0;false;false;false;true;false
"8128-1289";"0021402";"IDAA";"Donacom";"01289";false;;;;;0;0;false;false;false;true;false
"46029-1636";"0017608";"EAGD";"Sitagliptin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"45997-1636";"0017798";"MEDA";"Bixodalan";"01636";false;;;;;0;0;false;false;false;true;false
"19216-2626";"0016485";"TCA";"Normosang";"02626";false;;;"Meth";"Meth";0;0;true;false;false;true;false
"8847-1289";"0018069";"OLB";"Elidel";"01289";false;;;;;0;0;false;false;false;true;false
"46003-1743";"8903114";"HBDF";"Nuralgan";"01743";false;;;;;0;0;false;false;false;true;false
"8854-3418";"0018556";"BABABA";"Eliquis";"03418";false;;;;;0;0;false;false;false;true;false
"46045-2303";"0017608";"EAGD";"Sitagliptine Krka";"02303";false;;;;;0;0;false;false;false;true;false
"46011-4010";"0016485";"TCA";"Bylvay";"04010";true;;;;;0;0;true;false;false;true;false
"46037-1636";"0025445";"EAIC";"Sitagliptin / Metformin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"11254-885";"0014332";"OBEA";"Fucicort";"00885";false;;;"c";"c";0;0;false;false;false;true;false
"31542-885";"0013417";"IEAB";"Cacit Vitamine D3";"00885";false;;;;;0;0;false;false;false;true;false
"46052-1446";"8903122";"JIACA";"Vydura";"01446";true;;;;;0;0;false;false;false;true;false
"46060-1024";"0007336";"IEBE";"Zoledroninezuur Altan";"01024";false;;;;;0;0;false;false;false;true;false
"46078-612";"0008987";"JGBGA";"Lacosamide EG";"00612";false;;;;;0;0;false;false;false;true;false
"46193-1289";"0001875";"BAABAA";"Clopidogrel Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"43992-3269";"0028571";"LCBDBA";"Kesimpta";"03269";true;;;;;0;0;false;false;false;true;false
"41939-3269";"0002246";"BBAA";"Hemlibra";"03269";false;;;;;0;0;false;false;false;true;false
"13292-3269";"0020701";"EAHA";"Invokana";"03269";false;;;;;0;0;false;false;false;true;false
"44149-3269";"8900706";"MBBKA";"Rozlytrek";"03269";true;;;;;0;0;false;false;false;true;false
"46250-1818";"0001743";"ALIA";"Ezetimibe / Atorvastatine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"46086-612";"0025817";"LCBAA";"Hukyndra";"00612";true;;;;;0;0;false;false;false;true;false
"18622-3269";"8904500";"BCAAA";"NeoRecormon";"03269";false;;;"H";"H";0;0;false;false;false;true;false
"43224-3269";"8900706";"MBBKA";"Vitrakvi";"03269";true;;;;;0;0;false;false;false;true;false
"46110-67";"0012955";"MACAB";"Zolsketil";"00067";false;;;;;0;0;false;false;false;true;false
"46094-4036";"8902140";"MBBDA";"Brukinsa";"04036";true;;;;;0;0;false;false;false;true;false
"46102-2485";"0008987";"JGBGA";"Lacosamide AB";"02485";false;;;;;0;0;false;false;false;true;false
"46151-1446";"0005074";"EECA";"Ngenla";"01446";true;;;"H";"H";0;0;true;false;false;true;false
"46136-604";"8903148";"KCAA";"Ivermectin Substipharm";"00604";false;;;;;0;0;false;false;false;true;false
"46144-1289";"0018788";"MAEBA";"Cabazitaxel Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"46235-1818";"8901001";"MBBBA";"Dasatinib Teva";"01818";false;;;;;0;0;false;false;false;true;false
"46219-2485";"0007781";"JACA";"Melatonin AB";"02485";false;;;;;0;0;false;false;false;true;false
"40162-3269";"0002246";"BBAA";"Adynovi";"03269";true;;;;;0;0;false;false;false;true;false
"46227-1024";"0018788";"MAEBA";"Cabazitaxel Ever Pharma";"01024";false;;;;;0;0;false;false;false;true;false
"11809-3269";"8901001";"MBBBA";"Glivec";"03269";true;;;;;0;0;false;false;false;true;false
"22459-3269";"0026104";"FEBE";"Puregon";"03269";false;;;;;0;0;false;false;false;true;false
"46243-4051";"0018671";"TDA";"Calmedoron";"04051";false;;;;;0;0;false;false;false;true;false
"42903-1289";"0019752";"MABCA";"Azacitidine Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"28878-406";"0019752";"MABCA";"Vidaza";"00406";false;;;;;0;0;false;false;false;true;false
"46466-612";"0007336";"IEBE";"Zoledronate EG";"00612";false;;;;;0;0;false;false;false;true;false
"46284-4069";"0003251";"CEGA";"Glycérine Sopreli";"04069";false;;;;;0;0;false;false;false;true;false
"34306-406";"0013185";"MAEBC";"Abraxane";"00406";false;;;;;0;0;false;false;false;true;false
"15396-1529";"0001552";"ALAA";"Lipitor";"01529";false;;;;;0;0;false;false;false;true;false
"4549-1529";"0000620";"AED";"Carvedilol Sandoz";"01529";false;;;"B";"B";0;0;false;false;false;true;false
"46268-1289";"8901001";"MBBBA";"Dasatinib Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"15024-3764";"0017178";"MAADA";"Levact";"03764";false;;;;;0;0;false;false;false;true;false
"28167-2485";"0010793";"KDAD";"Valaciclovir AB";"02485";false;;;;;0;0;false;false;false;true;false
"46300-2485";"0008169";"JCAAA";"Citalopram AB";"02485";false;;;;;0;0;false;false;false;true;false
"46276-117";"8903221";"HCAK";"Dzuveo";"00117";false;;;"N";"N";0;0;false;false;true;true;false
"46318-612";"8900706";"MBBKA";"Sorafenib EG";"00612";false;;;;;0;0;false;false;false;true;false
"46458-2485";"0001578";"ALAB";"Pravastatin AB";"02485";false;;;;;0;0;false;false;false;true;false
"46334-4069";"0003251";"CEGA";"Glycérine Fagron";"04069";false;;;;;0;0;false;false;false;true;false
"323-1636";"0007336";"IEBE";"Aclasta";"01636";false;;;;;0;0;false;false;false;true;false
"27060-3418";"0001461";"AJB";"Torental";"03418";false;;;;;0;0;false;false;false;true;false
"46359-4077";"0007617";"JAAM";"Lorazepam Macure";"04077";false;;;;;0;0;false;false;false;true;false
"18911-3418";"0011700";"LABEC";"Nimenrix";"03418";false;;;;;0;0;false;false;false;true;false
"46367-4077";"0001313";"AHDBA";"Isoprenaline HCl Macure";"04077";false;;;"S";"S";0;0;false;false;false;true;false
"40956-1800";"0029041";"CHCA";"Alofisel";"01800";true;;;;;0;0;true;false;false;true;false
"752-125";"0015495";"PEA";"Alcaine";"00125";false;;;;;0;0;false;false;false;true;false
"37754-67";"0026237";"BABBBA";"Bivalirudin Accord Healthcare";"00067";false;;;;;0;0;false;false;false;true;false
"21949-1529";"0021295";"LABFB";"Prevenar 13";"01529";false;;;;;0;0;false;false;false;true;false
"11007-1529";"0003590";"DAABA";"Foradil";"01529";false;;;"d";"d";0;0;false;false;false;true;false
"3525-1529";"0007294";"IEBB";"Bonviva";"01529";false;;;;;0;0;false;false;false;true;false
"31526-117";"0000786";"AFAF";"Nicardipine Aguettant";"00117";false;;;;;0;0;false;false;false;true;false
"22145-190";"0017236";"IEEAA";"Prolia";"00190";false;;;;;0;0;false;false;false;true;false
"43299-1347";"0029108";"PIBA";"Luxturna";"01347";true;;;;;0;0;true;false;false;true;false
"17376-299";"0020834";"FBCBA";"Mirena";"00299";false;;;;;0;0;false;false;false;true;false
"39248-1354";"0028704";"EAID";"Xultophy";"01354";false;;;"H";"H";0;0;false;false;false;true;false
"46375-794";"0013201";"MBAA";"Trodelvy";"00794";true;;;;;0;0;false;false;false;true;false
"46383-1701";"0001743";"ALIA";"Cholecomb";"01701";false;;;;;0;0;false;false;false;true;false
"42663-570";"0004531";"TAAFA";"Baqsimi";"00570";false;;;;;0;0;false;false;false;true;false
"42911-4309";"0025833";"LCBAC";"Nepexto";"04309";true;;;;;0;0;false;false;false;true;false
"46409-1784";"0013508";"NBBCA";"Nicotinamide Sterop";"01784";false;;;;;0;0;false;false;false;true;false
"38661-190";"8900789";"MCCA";"Blincyto";"00190";true;;;;;0;0;true;false;false;true;false
"5298-1800";"0016485";"TCA";"Cinryze";"01800";true;;;;;0;0;false;false;false;true;false
"7096-3103";"0004853";"ECEB";"Daphne";"03103";false;;;;;0;0;false;false;false;true;false
"9472-760";"8901787";"FIAA";"Esmya";"00760";false;;;;;0;0;false;false;false;true;false
"33928-3269";"0013201";"MBAA";"Darzalex";"03269";false;;;;;0;0;true;false;false;true;false
"21295-2279";"0014811";"ONEA";"PermaFoam Classic";"02279";false;;;;;0;0;false;false;false;true;false
"46524-1628";"8900706";"MBBKA";"Gavreto";"01628";true;;;;;0;0;false;false;false;true;false
"40402-3269";"0011049";"KDCADA";"Emtricitabine / Tenofovir disoproxil Mylan";"03269";false;;;;;0;0;false;false;false;true;false
"46391-1784";"0001396";"AIAD";"Adrenaline Sterop";"01784";false;;;"S";"S";0;0;false;false;false;true;false
"31070-3269";"0021345";"LCBGGA";"Entyvio";"03269";false;;;;;0;0;false;false;false;true;false
"46425-2485";"0001032";"AGBD";"Losartan AB";"02485";false;;;;;0;0;false;false;false;true;false
"31070-1800";"0021345";"LCBGGA";"Entyvio";"01800";false;;;;;0;0;false;false;false;true;false
"43927-760";"0005363";"FBAAD";"Drovelis";"00760";true;;;;;0;0;false;false;false;true;false
"46433-2485";"0017608";"EAGD";"Sitagliptine AB";"02485";false;;;;;0;0;false;false;false;true;false
"46490-711";"0017152";"NACA";"Magnesium Sulfate Kalceks";"00711";false;;;;;0;0;false;false;false;true;false
"39883-3269";"0011049";"KDCADA";"Emtricitabine / Tenofovir disoproxil Krka";"03269";false;;;;;0;0;false;false;false;true;false
"46508-711";"0020222";"JBBAB";"Droperidol Kalceks";"00711";false;;;;;0;0;false;false;false;true;false
"40402-1289";"0011049";"KDCADA";"Emtricitabine / Tenofovir disoproxil Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"7559-299";"0004853";"ECEB";"Diane";"00299";false;;;;;0;0;false;false;false;true;false
"46607-240";"0013201";"MBAA";"Padcev";"00240";true;;;;;0;0;false;false;false;true;false
"47035-3228";"0014852";"ONGA";"Actisorb Silver 220";"03228";false;;;;;0;0;false;false;false;true;false
"46615-174";"8903908";"OMJ";"Klisyri";"00174";true;;;;;0;0;false;false;false;true;false
"2600-1628";"0013201";"MBAA";"Avastin";"01628";false;;;;;0;0;false;false;false;true;false
"47043-3228";"0014837";"ONFA";"Adaptic Touch";"03228";false;;;;;0;0;false;false;false;true;false
"46656-4309";"0013201";"MBAA";"Abevmy";"04309";true;;;;;0;0;false;false;false;true;false
"38984-3327";"0028696";"PJA";"Holoclar";"03327";true;;;;;0;0;true;false;false;true;false
"10215-1784";"0013342";"NAABA";"Fercayl";"01784";true;;;;;0;0;false;false;false;true;false
"46482-612";"0018879";"LDAAA";"Bilastine EG";"00612";false;;;;;0;0;false;false;false;true;false
"30981-1792";"0021220";"LCBBAA";"Kineret";"01792";false;;;;;0;0;false;false;false;true;false
"44073-3103";"0005363";"FBAAD";"Lydisilka";"03103";true;;;;;0;0;false;false;false;true;false
"18168-1347";"0012104";"LCAGA";"Myfortic";"01347";false;;;;;0;0;false;false;false;true;false
"42853-3269";"8901746";"LCBEAAC";"Jyseleca";"03269";true;;;;;0;0;false;false;false;true;false
"5223-1529";"0019448";"GCAC";"Cialis";"01529";false;;;;;0;0;false;false;false;true;false
"10298-1529";"0006254";"GBBB";"Finasteride Teva";"01529";false;;;;;0;0;false;false;false;true;false
"28753-1529";"0019430";"GCAB";"Viagra";"01529";false;;;;;0;0;false;false;false;true;false
"3202-1529";"0019653";"GAAD";"Betmiga";"01529";false;;;;;0;0;false;false;false;true;false
"46896-554";"0005348";"FBAAB";"Cibel";"00554";false;;;;;0;0;false;false;false;true;false
"21733-3269";"0017368";"BABABB";"Pradaxa";"03269";false;;;;;0;0;false;false;false;true;false
"46326-794";"8903536";"MCBA";"Tecartus";"00794";true;;;;;0;0;true;false;false;true;false
"20503-59";"0016782";"PIAA";"Ozurdex";"00059";false;;;;;0;0;false;false;false;true;false
"46516-3343";"0013201";"MBAA";"Vegzelma";"03343";true;;;;;0;0;false;false;false;true;false
"32433-2097";"0004259";"EAADA";"Toujeo";"02097";false;;;"H";"H";0;0;false;false;false;true;false
"30494-604";"0007948";"JBDE";"Zypadhera";"00604";false;;;;;0;0;false;false;false;true;false
"46441-562";"8900706";"MBBKA";"Kisplyx";"00562";false;;;;;0;0;false;false;false;true;false
"46565-299";"8903262";"ADBB";"Kerendia";"00299";true;;;"D";"D";0;0;false;false;false;true;false
"46532-2493";"8903486";"MAFA";"Vyxeos";"02493";false;;;;;0;0;true;false;false;true;false
"46540-3566";"0003442";"CGCA";"Asamovon";"03566";false;;;;;0;0;false;false;false;true;false
"46581-1180";"8900706";"MBBKA";"Tepmetko";"01180";true;;;;;0;0;false;false;false;true;false
"46573-4127";"8903296";"FAABA";"Skandyra";"04127";false;;;;;0;0;false;false;false;true;false
"12815-596";"0020081";"JBBBA";"Imap";"00596";false;;;;;0;0;false;false;false;true;false
"10074-3160";"0017145";"FCBBA";"Feminova Plus";"03160";false;;;;;0;0;false;false;false;true;false
"46557-2485";"0007740";"JABB";"Zopiclone AB";"02485";false;;;;;0;0;false;false;false;true;false
"46599-1818";"0013706";"NBABD";"Vibosun-D3";"01818";false;;;;;0;0;false;false;false;true;false
"46649-257";"8903890";"LCBGFA";"Tezspire";"00257";true;;;;;0;0;false;false;false;true;false
"3764-1529";"0018499";"LACIA";"Broncho-Vaxom";"01529";false;;;;;0;0;false;false;false;true;false
"3319-1289";"0003061";"CECAA";"Bifiteral";"01289";false;;;;;0;0;false;false;false;true;false
"29447-885";"0007484";"JAAA";"Xanax";"00885";false;;;;;0;0;false;false;false;true;false
"46664-273";"0028415";"PBCA";"Azelergo";"00273";false;;;;;0;0;false;false;false;true;false
"46680-1792";"8903940";"LCBFBA";"Aspaveli";"01792";true;;;;;0;0;true;false;false;true;false
"46623-1800";"8903734";"LAAQA";"Qdenga";"01800";true;;;;;0;0;false;false;false;true;false
"47068-2485";"0007963";"JBDG";"Quetiapine AB";"02485";false;;;;;0;0;false;false;false;true;false
"20206-3418";"0017665";"ECGC";"Orgalutran";"03418";false;;;;;0;0;false;false;false;true;false
"46714-2485";"0001164";"AHCAA";"Amiodarone AB";"02485";false;;;;;0;0;false;false;false;true;false
"28472-190";"0013201";"MBAA";"Vectibix";"00190";false;;;;;0;0;false;false;false;true;false
"46748-1800";"0011874";"LBAA";"Kiovig";"01800";false;;;;;0;0;false;false;false;true;false
"46698-257";"8903924";"LCBGBA";"Saphnelo";"00257";true;;;;;0;0;false;false;false;true;false
"46730-1024";"0004739";"MEBA";"Fulvestrant Ever Pharma";"01024";false;;;"AO";"AO";0;0;false;false;false;true;false
"46771-1172";"8903965";"QCBCDA";"Ryaltris";"01172";false;;;"c";"c";0;0;false;false;false;true;false
"46755-1347";"8901001";"MBBBA";"Scemblix";"01347";true;;;;;0;0;true;false;false;true;false
"46763-3236";"0016485";"TCA";"Ravicti";"03236";false;;;;;0;0;true;false;false;true;false
"9985-885";"0007054";"IABAA";"Fastum";"00885";false;;;;;0;0;false;false;false;true;false
"46789-1370";"0011874";"LBAA";"Cutaquig";"01370";true;;;;;0;0;false;false;false;true;false
"47589-240";"8904518";"BCABA";"Evrenzo";"00240";false;;;"H";"H";0;0;false;false;false;true;false
"46847-2485";"0020289";"JGBCA";"Pregabalin AB";"02485";false;;;;;0;0;false;false;false;true;false
"46813-2485";"0001875";"BAABAA";"Clopidogrel AB";"02485";false;;;;;0;0;false;false;false;true;false
"46797-67";"0018788";"MAEBA";"Cabazitaxel Accord";"00067";false;;;;;0;0;false;false;false;true;false
"46805-604";"0026450";"MAADE";"Thiotepa Riemser";"00604";false;;;;;0;0;false;false;false;true;false
"39941-331";"0025817";"LCBAA";"Imraldi";"00331";false;;;;;0;0;false;false;false;true;false
"46821-1024";"0012914";"MABDA";"Pemetrexed Ever Pharma";"01024";false;;;;;0;0;false;false;false;true;false
"46722-2485";"0018879";"LDAAA";"Bilastine AB";"02485";false;;;;;0;0;false;false;false;true;false
"46706-4382";"8903114";"HBDF";"Combogesic";"04382";false;;;;;0;0;false;false;false;true;false
"14662-1289";"0018515";"PDDB";"Latanoprost Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"46839-4184";"0009100";"JHD";"Letybo";"04184";false;;;;;0;0;false;false;false;true;false
"46854-1024";"8900748";"MBDA";"Bortezomib Ever Pharma";"01024";false;;;;;0;0;false;false;false;true;false
"46870-4192";"8904005";"LCAEA";"Idefirix";"04192";true;;;;;0;0;true;false;false;true;false
"46888-1818";"0000695";"AEI";"Propranolol Teva";"01818";false;;;"B";"B";0;0;false;false;false;true;false
"13623-885";"0013847";"OAAJ";"Iso-Betadine";"00885";false;;;;;0;0;false;false;false;true;false
"26641-2097";"0012005";"LCAAA";"Thymoglobuline";"02097";false;;;;;0;0;false;false;false;true;false
"46904-3202";"0016485";"TCA";"Oxlumo";"03202";true;;;;;0;0;true;false;false;true;false
"27615-3418";"0000976";"AGAH";"Tritace";"03418";false;;;;;0;0;false;false;false;true;false
"28233-885";"0007567";"JAAH";"Valium";"00885";false;;;;;0;0;false;false;false;true;false
