"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"1691203";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. (séc.) 30x 50mg";0;"compr. (séc.)";1;"tramadol chlorhydrate";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"1677798";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. (séc.) 60x 50mg";0;"compr. (séc.)";1;"tramadol chlorhydrate";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2448363";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 20x 150mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2448405";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 20x 200mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2448371";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 30x 100mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2448397";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 60x 100mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2448389";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 60x 150mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2448355";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 60x 200mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2453694";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 90x 100mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2453702";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 90x 150mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2453678";"01769";"1";"HCAM";"0006619";"27268-612";"Tramadol EG compr. lib. prol. Retard 90x 200mg";0;"compr. lib. prol. Retard";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"3924818";"01769";"1";"HCAM";"0006619";"41038-2303";"Tramadol Krka compr. lib. prol. 100x 100mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3923695";"01769";"1";"HCAM";"0006619";"41038-2303";"Tramadol Krka compr. lib. prol. 100x 150mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"3923729";"01769";"1";"HCAM";"0006619";"41038-2303";"Tramadol Krka compr. lib. prol. 100x 200mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"3923737";"01769";"1";"HCAM";"0006619";"41038-2303";"Tramadol Krka compr. lib. prol. 30x 100mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2103356";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz gél. 30x 50mg";0;"gél.";1;"tramadol chlorhydrate";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2103349";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz gél. 60x 50mg";0;"gél.";1;"tramadol chlorhydrate";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3046299";"01769";"1";"HCBE";"0017954";"27235-612";"Tramadol/Paracetamol EG 37,5/325 compr. pellic. 100x";0;"compr. pellic.";1;"tramadol chlorhydrate";;;37.5000;"mg";;0.0000;;0.0000;;true;false
"3046299";"01363";"1";"HCBE";"0017954";"27235-612";"Tramadol/Paracetamol EG 37,5/325 compr. pellic. 100x";0;"compr. pellic.";2;"paracétamol";;;325.0000;"mg";;0.0000;;0.0000;;true;false
"3046273";"01769";"1";"HCBE";"0017954";"27235-612";"Tramadol/Paracetamol EG 37,5/325 compr. pellic. 20x";0;"compr. pellic.";1;"tramadol chlorhydrate";;;37.5000;"mg";;0.0000;;0.0000;;true;false
"3046273";"01363";"1";"HCBE";"0017954";"27235-612";"Tramadol/Paracetamol EG 37,5/325 compr. pellic. 20x";0;"compr. pellic.";2;"paracétamol";;;325.0000;"mg";;0.0000;;0.0000;;true;false
"3046281";"01769";"1";"HCBE";"0017954";"27235-612";"Tramadol/Paracetamol EG 37,5/325 compr. pellic. 60x";0;"compr. pellic.";1;"tramadol chlorhydrate";;;37.5000;"mg";;0.0000;;0.0000;;true;false
"3046281";"01363";"1";"HCBE";"0017954";"27235-612";"Tramadol/Paracetamol EG 37,5/325 compr. pellic. 60x";0;"compr. pellic.";2;"paracétamol";;;325.0000;"mg";;0.0000;;0.0000;;true;false
"3455193";"01769";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 120x";0;"compr. pellic.";1;"tramadol chlorhydrate";;;37.5000;"mg";;0.0000;;0.0000;;true;false
"3455193";"01363";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 120x";0;"compr. pellic.";2;"paracétamol";;;325.0000;"mg";;0.0000;;0.0000;;true;false
"3007317";"01769";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 20x";0;"compr. pellic.";1;"tramadol chlorhydrate";;;37.5000;"mg";;0.0000;;0.0000;;true;false
"3007317";"01363";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 20x";0;"compr. pellic.";2;"paracétamol";;;325.0000;"mg";;0.0000;;0.0000;;true;false
"3007325";"01769";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 60x";0;"compr. pellic.";1;"tramadol chlorhydrate";;;37.5000;"mg";;0.0000;;0.0000;;true;false
"3007325";"01363";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 60x";0;"compr. pellic.";2;"paracétamol";;;325.0000;"mg";;0.0000;;0.0000;;true;false
"3007333";"01769";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 90x";0;"compr. pellic.";1;"tramadol chlorhydrate";;;37.5000;"mg";;0.0000;;0.0000;;true;false
"3007333";"01363";"1";"HCBE";"0017954";"27250-1818";"Tramadol/Paracetamol Teva 37,5/325 compr. pellic. 90x";0;"compr. pellic.";2;"paracétamol";;;325.0000;"mg";;0.0000;;0.0000;;true;false
"4219390";"00123";"1";"OEA";"0014407";"39115-2055";"ArnicaforceMed gel Forte 100ml 500mg/1g";0;"gel Forte";1;"Arnica montana (teinture)";;;500.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2562833";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 100x 100mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2562858";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 100x 150mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2562866";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 100x 200mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1784131";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 20x 150mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"1784156";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 20x 200mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1784123";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 30x 100mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1784149";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 60x 150mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"1784164";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. 60x 200mg";0;"compr. lib. prol.";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2446805";"01769";"1";"HCAM";"0006619";"27284-1636";"Tramadol Sandoz compr. lib. prol. Uno 60x 200mg";0;"compr. lib. prol. Uno";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2044949";"01769";"1";"HCAM";"0006619";"27300-1743";"Tramium gél. lib. prol. 30x 100mg";0;"gél. lib. prol.";1;"tramadol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2044931";"01769";"1";"HCAM";"0006619";"27300-1743";"Tramium gél. lib. prol. 30x 150mg";0;"gél. lib. prol.";1;"tramadol chlorhydrate";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2044956";"01769";"1";"HCAM";"0006619";"27300-1743";"Tramium gél. lib. prol. 30x 200mg";0;"gél. lib. prol.";1;"tramadol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"0091173";"00999";"1";"AEF";"0000653";"27318-232";"Trandate compr. pellic. 75x 100mg";0;"compr. pellic.";1;"labétalol chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"0091207";"00999";"1";"AEF";"0000653";"27318-232";"Trandate compr. pellic. 75x 200mg";0;"compr. pellic.";1;"labétalol chlorhydrate";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"0038471";"00999";"1";"AEF";"0000653";"27318-232";"Trandate sol. inj./perf. i.v. [flac.] 5x20ml 5mg/1ml";0;"sol. inj./perf. i.v. [flac.]";1;"labétalol chlorhydrate";;;5.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2308450";"00252";"1";"HCAA";"0006635";"27342-810";"Transtec dispositif transderm. 10x 52,5µg/1h";0;"dispositif transderm.";1;"buprénorphine";;;52.5000;"µg";"/";1.0000;"h";0.0000;;true;false
"2308435";"00252";"1";"HCAA";"0006635";"27342-810";"Transtec dispositif transderm. 10x 70µg/1h";0;"dispositif transderm.";1;"buprénorphine";;;70.0000;"µg";"/";1.0000;"h";0.0000;;true;false
"1719723";"00252";"1";"HCAA";"0006635";"27342-810";"Transtec dispositif transderm. 5x 35µg/1h";0;"dispositif transderm.";1;"buprénorphine";;;35.0000;"µg";"/";1.0000;"h";0.0000;;true;false
"1719749";"00252";"1";"HCAA";"0006635";"27342-810";"Transtec dispositif transderm. 5x 52,5µg/1h";0;"dispositif transderm.";1;"buprénorphine";;;52.5000;"µg";"/";1.0000;"h";0.0000;;true;false
"1719756";"00252";"1";"HCAA";"0006635";"27342-810";"Transtec dispositif transderm. 5x 70µg/1h";0;"dispositif transderm.";1;"buprénorphine";;;70.0000;"µg";"/";1.0000;"h";0.0000;;true;false
"4219382";"02175";"1";"IDCA";"0021410";"33548-2055";"AtrosanMed compr. pellic. 60x 480mg";0;"compr. pellic.";1;"Harpagophytum procumbens extrait sec";;;480.0000;"mg";;0.0000;;0.0000;;true;false
"1064393";"00421";"1";"JAAF";"0007534";"27359-3756";"Tranxene compr. pellic. (séc.) 30x 50mg";0;"compr. pellic. (séc.)";1;"clorazépate dipotassium";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"0134841";"00421";"1";"JAAF";"0007534";"27359-3756";"Tranxene gél. 30x 10mg";0;"gél.";1;"clorazépate dipotassium";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"0134833";"00421";"1";"JAAF";"0007534";"27359-3756";"Tranxene gél. 30x 5mg";0;"gél.";1;"clorazépate dipotassium";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3427143";"00120";"1";"BBBB";"0028589";"38505-1313";"Trasylol sol. inj./perf. i.v. [flac.] 1x 500000UIK/50ml";0;"sol. inj./perf. i.v. [flac.]";1;"aprotinine";;;500000.0000;"UIK";"/";50.0000;"ml";0.0000;;true;false
"0826297";"00951";"1";"KECJBA";"8001448";"27391-299";"Travogen crème 20g 10mg/1g";0;"crème";1;"isoconazole nitrate";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3167475";"01774";"1";"PDDD";"0018531";"37366-612";"Travoprost EG collyre sol. 1x2,5ml 40µg/1ml";0;"collyre sol.";1;"travoprost";;;40.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"3167491";"01774";"1";"PDDD";"0018531";"37366-612";"Travoprost EG collyre sol. 3x2,5ml 40µg/1ml";0;"collyre sol.";1;"travoprost";;;40.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"3631298";"01774";"1";"PDFB";"0025981";"38174-612";"Travoprost/Timolol EG 40/5 collyre sol. 3x2,5ml";0;"collyre sol.";1;"travoprost";;;40.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"3631298";"01740";"1";"PDFB";"0025981";"38174-612";"Travoprost/Timolol EG 40/5 collyre sol. 3x2,5ml";0;"collyre sol.";2;"timolol";;;5.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3069424";"01776";"1";"JCDD";"0008136";"27409-612";"Trazodone EG compr. (séc. en 4) 120x 100mg";0;"compr. (séc. en 4)";1;"trazodone chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3069408";"01776";"1";"JCDD";"0008136";"27409-612";"Trazodone EG compr. (séc. en 4) 30x 100mg";0;"compr. (séc. en 4)";1;"trazodone chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"2343861";"00448";"1";"NBBHA";"0018200";"27490-1289";"Tribvit 0,5/0,8/3 compr. 100x";0;"compr.";1;"cyanocobalamine";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"2343861";"00767";"1";"NBBHA";"0018200";"27490-1289";"Tribvit 0,5/0,8/3 compr. 100x";0;"compr.";2;"acide folique";;;0.8000;"mg";;0.0000;;0.0000;;true;false
"2343861";"01502";"1";"NBBHA";"0018200";"27490-1289";"Tribvit 0,5/0,8/3 compr. 100x";0;"compr.";3;"pyridoxine chlorhydrate";;;3.0000;"mg";;0.0000;;0.0000;;true;false
"2828523";"01776";"1";"JCDD";"0008136";"27425-1818";"Trazodone Teva compr. (séc.) 120x 100mg";0;"compr. (séc.)";1;"trazodone chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1768779";"01776";"1";"JCDD";"0008136";"27425-1818";"Trazodone Teva compr. (séc.) 30x 100mg";0;"compr. (séc.)";1;"trazodone chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1768787";"01776";"1";"JCDD";"0008136";"27425-1818";"Trazodone Teva compr. (séc.) 90x 100mg";0;"compr. (séc.)";1;"trazodone chlorhydrate";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3070323";"00395";"1";"OFEB";"8903205";"27441-1289";"Treclinax 10/0,25 gel 30g";0;"gel";1;"clindamycine";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3070323";"01777";"1";"OFEB";"8903205";"27441-1289";"Treclinax 10/0,25 gel 30g";0;"gel";2;"trétinoïne";;;0.2500;"mg";"/";1.0000;"g";0.0000;;true;false
"3070315";"00395";"1";"OFEB";"8903205";"27441-1289";"Treclinax 10/0,25 gel 60g";0;"gel";1;"clindamycine";;;10.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3070315";"01777";"1";"OFEB";"8903205";"27441-1289";"Treclinax 10/0,25 gel 60g";0;"gel";2;"trétinoïne";;;0.2500;"mg";"/";1.0000;"g";0.0000;;true;false
"3816568";"01779";"1";"CHAA";"0003483";"27466-2014";"TriAnal 0,5/50 supp. 12x";0;"supp.";1;"triamcinolone acétonide";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"3816568";"02099";"1";"CHAA";"0003483";"27466-2014";"TriAnal 0,5/50 supp. 12x";0;"supp.";2;"lidocaïne chlorhydrate";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3707767";"00522";"1";"LACCA";"0018440";"39057-2097";"Triaxis susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";1;"anatoxine diphtérique";;;0.0000;;;0.0000;;0.0000;;true;false
"3707767";"01706";"1";"LACCA";"0018440";"39057-2097";"Triaxis susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";2;"anatoxine tétanique";;;0.0000;;;0.0000;;0.0000;;true;false
"3707767";"00230";"1";"LACCA";"0018440";"39057-2097";"Triaxis susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";3;"Bordetella pertussis (antigènes)";;;0.0000;;;0.0000;;0.0000;;true;false
"4237939";"00522";"1";"LACDA";"0018457";"42689-2097";"Triaxis Polio susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";1;"anatoxine diphtérique";;;0.0000;;;0.0000;;0.0000;;true;false
"4237939";"01706";"1";"LACDA";"0018457";"42689-2097";"Triaxis Polio susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";2;"anatoxine tétanique";;;0.0000;;;0.0000;;0.0000;;true;false
"4237939";"00230";"1";"LACDA";"0018457";"42689-2097";"Triaxis Polio susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";3;"Bordetella pertussis (antigènes)";;;0.0000;;;0.0000;;0.0000;;true;false
"4237939";"01432";"1";"LACDA";"0018457";"42689-2097";"Triaxis Polio susp. inj. i.m. [ser. préremplie] 1x0,5ml";0;"susp. inj. i.m. [ser. préremplie]";4;"virus de la poliomyélite types I, II, III (inactivés)";;;0.0000;;;0.0000;;0.0000;;true;false
"1775055";"00448";"1";"NBBHA";"0018200";"27490-1289";"Tribvit 0,5/0,8/3 compr. 60x";0;"compr.";1;"cyanocobalamine";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"1775055";"00767";"1";"NBBHA";"0018200";"27490-1289";"Tribvit 0,5/0,8/3 compr. 60x";0;"compr.";2;"acide folique";;;0.8000;"mg";;0.0000;;0.0000;;true;false
"1775055";"01502";"1";"NBBHA";"0018200";"27490-1289";"Tribvit 0,5/0,8/3 compr. 60x";0;"compr.";3;"pyridoxine chlorhydrate";;;3.0000;"mg";;0.0000;;0.0000;;true;false
"2878726";"01779";"1";"PGA";"0015537";"27508-1347";"Triesence susp. inj. i.vitr. [flac.] 1x 40mg/1ml";0;"susp. inj. i.vitr. [flac.]";1;"triamcinolone acétonide";;;40.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"1595636";"01331";"1";"JGBAB";"0008839";"27532-1347";"Trileptal compr. pellic. (séc.) 50x 300mg";0;"compr. pellic. (séc.)";1;"oxcarbazépine";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"1295419";"01331";"1";"JGBAB";"0008839";"27532-1347";"Trileptal compr. pellic. (séc.) 50x 600mg";0;"compr. pellic. (séc.)";1;"oxcarbazépine";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"1287929";"01280";"1";"ABABA";"0000265";"27540-1818";"Trinipatch dispositif transderm. 30x 10mg/24h";0;"dispositif transderm.";1;"nitroglycérine";;;10.0000;"mg";"/";24.0000;"h";0.0000;;true;false
"1287945";"01280";"1";"ABABA";"0000265";"27540-1818";"Trinipatch dispositif transderm. 30x 15mg/24h";0;"dispositif transderm.";1;"nitroglycérine";;;15.0000;"mg";"/";24.0000;"h";0.0000;;true;false
"1287903";"01280";"1";"ABABA";"0000265";"27540-1818";"Trinipatch dispositif transderm. 30x 5mg/24h";0;"dispositif transderm.";1;"nitroglycérine";;;5.0000;"mg";"/";24.0000;"h";0.0000;;true;false
"3411972";"00019";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/10 gél. 98x";0;"gél.";1;"acide acétylsalicylique";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3411972";"00138";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/10 gél. 98x";0;"gél.";2;"atorvastatine";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3411972";"01519";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/10 gél. 98x";0;"gél.";3;"ramipril";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3411998";"00019";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/2,5 gél. 98x";0;"gél.";1;"acide acétylsalicylique";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3411998";"00138";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/2,5 gél. 98x";0;"gél.";2;"atorvastatine";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3411998";"01519";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/2,5 gél. 98x";0;"gél.";3;"ramipril";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3412020";"00019";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/5 gél. 98x";0;"gél.";1;"acide acétylsalicylique";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3412020";"00138";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/5 gél. 98x";0;"gél.";2;"atorvastatine";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"3412020";"01519";"1";"APA";"0025627";"33274-1834";"Trinomia 100/20/5 gél. 98x";0;"gél.";3;"ramipril";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3412632";"01397";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/5 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3412632";"00920";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/5 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3412632";"00094";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/5 compr. pellic. 90x";0;"compr. pellic.";3;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3435195";"01397";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/10 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3435195";"00920";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/10 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3435195";"00094";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 10/2,5/10 compr. pellic. 90x";0;"compr. pellic.";3;"amlodipine";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3435161";"01397";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 5/1,25/5 compr. pellic. 90x";0;"compr. pellic.";1;"périndopril arginine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3435161";"00920";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 5/1,25/5 compr. pellic. 90x";0;"compr. pellic.";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"3435161";"00094";"1";"AADH";"0020628";"27581-885";"Triplixam (Impexeco) 5/1,25/5 compr. pellic. 90x";0;"compr. pellic.";3;"amlodipine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3982592";"00124";"1";"MDA";"0013243";"27599-1818";"Trisenox sol. perf. à diluer i.v. [amp.] 10x 12mg/6ml";0;"sol. perf. à diluer i.v. [amp.]";1;"arsenic trioxyde";;;12.0000;"mg";"/";6.0000;"ml";0.0000;;true;false
"0386615";"00640";"1";"FCBAA";"0005702";"27607-1354";"Trisequens compr. pellic. 3x28 (12x+10x+6x)";12;"compr. pellic.";1;"estradiol";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"0386615";"00640";"2";"FCBAA";"0005702";"27607-1354";"Trisequens compr. pellic. 3x28 (12x+10x+6x)";10;"compr. pellic.";1;"estradiol";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"0386615";"01289";"2";"FCBAA";"0005702";"27607-1354";"Trisequens compr. pellic. 3x28 (12x+10x+6x)";10;"compr. pellic.";2;"noréthistérone acétate";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"0386615";"00640";"3";"FCBAA";"0005702";"27607-1354";"Trisequens compr. pellic. 3x28 (12x+10x+6x)";6;"compr. pellic.";1;"estradiol";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"0091280";"00650";"1";"FBAAF";"0005389";"27557-1446";"Trinordiol compr. enr. 3x21 (6x+5x+10x)";6;"compr. enr.";1;"éthinylestradiol";;;0.0300;"mg";;0.0000;;0.0000;;true;false
"0091280";"01046";"1";"FBAAF";"0005389";"27557-1446";"Trinordiol compr. enr. 3x21 (6x+5x+10x)";6;"compr. enr.";2;"lévonorgestrel";;;0.0500;"mg";;0.0000;;0.0000;;true;false
"0091280";"00650";"2";"FBAAF";"0005389";"27557-1446";"Trinordiol compr. enr. 3x21 (6x+5x+10x)";5;"compr. enr.";1;"éthinylestradiol";;;0.0400;"mg";;0.0000;;0.0000;;true;false
"0091280";"01046";"2";"FBAAF";"0005389";"27557-1446";"Trinordiol compr. enr. 3x21 (6x+5x+10x)";5;"compr. enr.";2;"lévonorgestrel";;;0.0750;"mg";;0.0000;;0.0000;;true;false
"0091280";"00650";"3";"FBAAF";"0005389";"27557-1446";"Trinordiol compr. enr. 3x21 (6x+5x+10x)";10;"compr. enr.";1;"éthinylestradiol";;;0.0300;"mg";;0.0000;;0.0000;;true;false
"0091280";"01046";"3";"FBAAF";"0005389";"27557-1446";"Trinordiol compr. enr. 3x21 (6x+5x+10x)";10;"compr. enr.";2;"lévonorgestrel";;;0.1250;"mg";;0.0000;;0.0000;;true;false
"2115079";"01519";"1";"AGAH";"0000976";"27615-2097";"Tritace compr. (séc.) 56x 10mg";0;"compr. (séc.)";1;"ramipril";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2545986";"00866";"1";"AADD";"0000141";"27623-2097";"Tritazide 5/25 compr. (séc.) 56x";0;"compr. (séc.)";2;"hydrochlorothiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1445014";"00819";"1";"SCA";"0016345";"27714-2162";"Tuberculin PPD RT23 SSI sol. inj. i.derm. [flac.] 10x1,5ml 2TU/0,1ml";0;"sol. inj. i.derm. [flac.]";1;"tuberculine purifiée";;;2.0000;"TU";"/";0.1000;"ml";0.0000;;true;false
